Dependent_count,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Trans_Amt,Avg_Utilization_Ratio
1,Less than $40K,Blue,33,8054,3374,0.127
5,Less than $40K,Blue,36,6921,4608,0.148
2,Less than $40K,Blue,36,1886,4233,0.542
3,Less than $40K,Blue,36,4850,4187,0.211
5,$60K - $80K,Blue,39,24248,3311,0.042
2,Less than $40K,Blue,36,2283,3687,0.447
2,$40K - $60K,Blue,36,14800,8796,0.069
3,$80K - $120K,Blue,43,13933,3504,0.073
3,$80K - $120K,Blue,33,27751,1427,0.037
2,$60K - $80K,Blue,36,12815,3771,0.079
3,Less than $40K,Blue,27,1480,5245,0.687
2,Unknown,Blue,38,2186,4629,0.465
0,Less than $40K,Blue,36,2295,3366,0.442
5,$40K - $60K,Blue,36,3891,5131,0.261
1,$60K - $80K,Blue,25,1783,3861,0.569
4,$120K +,Blue,31,34516,1222,0.029
3,$40K - $60K,Blue,34,3256,5079,0.311
4,Less than $40K,Blue,31,2933,5089,0.345
2,Less than $40K,Blue,56,2318,1256,0.436
2,$120K +,Blue,35,3636,1564,0.278
1,$60K - $80K,Blue,49,12814,3566,0.079
1,Less than $40K,Blue,23,1723,4112,0.586
1,Less than $40K,Blue,28,3453,8108,0.292
5,$40K - $60K,Blue,40,4748,3197,0.212
1,$60K - $80K,Blue,44,7050,2176,0.143
3,$80K - $120K,Blue,31,5699,2835,0.177
4,$40K - $60K,Blue,36,1479,5116,0.679
3,$80K - $120K,Silver,36,34516,2579,0.029
1,$40K - $60K,Blue,51,5042,2897,0.199
2,$80K - $120K,Blue,43,29394,14901,0.034
3,Less than $40K,Blue,27,3901,4313,0.257
3,$120K +,Blue,52,34516,1777,0.029
4,Less than $40K,Blue,36,1950,4630,0.512
3,Less than $40K,Blue,36,4213,1264,0.237
1,$80K - $120K,Blue,38,8154,1379,0.122
2,Unknown,Blue,36,5335,1454,0.187
2,Unknown,Blue,22,7927,4094,0.126
5,Less than $40K,Blue,34,2137,4290,0.466
1,Less than $40K,Blue,36,1560,1936,0.638
3,Less than $40K,Blue,24,3727,14786,0.267
4,$40K - $60K,Blue,36,9887,2552,0.101
2,Less than $40K,Blue,36,1874,4194,0.53
3,Less than $40K,Blue,39,2781,4577,0.357
2,Unknown,Silver,39,32587,15958,0.03
1,Less than $40K,Blue,44,2019,3603,0.491
2,Less than $40K,Blue,36,4953,4183,0.2
3,Less than $40K,Blue,33,8712,14512,0.114
3,$40K - $60K,Blue,36,4549,13804,0.218
4,$40K - $60K,Blue,32,1539,1987,0.643
2,$40K - $60K,Blue,33,6081,4451,0.163
4,Less than $40K,Blue,46,4166,4584,0.237
3,$80K - $120K,Silver,37,34516,4810,0.029
0,$40K - $60K,Blue,37,7872,13746,0.126
4,Less than $40K,Blue,31,7711,2078,0.128
1,$80K - $120K,Blue,23,22149,2409,0.045
4,Less than $40K,Blue,30,1531,4373,0.645
2,Less than $40K,Blue,21,1475,1896,0.668
5,$60K - $80K,Blue,35,21585,3789,0.046
2,$80K - $120K,Blue,36,1636,4695,0.603
2,$40K - $60K,Blue,36,1438.3,5136,0.686
3,Unknown,Blue,36,3187,2381,0.309
3,Less than $40K,Blue,36,3138,4724,0.314
1,$40K - $60K,Blue,36,3356,999,0.294
1,Unknown,Blue,22,19127,3323,0.051
1,Less than $40K,Blue,26,1934,4019,0.509
3,$80K - $120K,Blue,36,4557,7333,0.216
3,$40K - $60K,Blue,45,14803,14426,0.067
0,$60K - $80K,Silver,24,34516,15347,0.029
1,Unknown,Blue,32,5916,3752,0.166
1,$60K - $80K,Blue,36,22224,3346,0.044
5,Unknown,Blue,35,6273,1359,0.156
0,Less than $40K,Blue,36,1438.3,947,0.68
1,$40K - $60K,Blue,33,2088,2866,0.467
3,$80K - $120K,Blue,47,9106,3863,0.107
2,Less than $40K,Blue,36,2029,4170,0.48
3,Less than $40K,Blue,36,6153,7434,0.158
4,$80K - $120K,Blue,37,4234,1348,0.23
3,Less than $40K,Blue,26,3234,3989,0.3
0,Unknown,Blue,41,10730,4939,0.09
5,Less than $40K,Blue,28,1504,2801,0.645
2,Less than $40K,Blue,37,2453,2218,0.395
3,Unknown,Blue,40,2111,3871,0.458
1,Unknown,Blue,29,1438.3,5249,0.672
3,Unknown,Blue,37,3085,4765,0.313
3,Less than $40K,Blue,25,1616,4774,0.598
4,$80K - $120K,Blue,44,31091,14565,0.031
1,$80K - $120K,Blue,47,7570,2599,0.127
1,$60K - $80K,Blue,44,14825,1904,0.065
3,$80K - $120K,Blue,42,1507,4126,0.638
2,Less than $40K,Blue,19,8848,15352,0.109
3,$40K - $60K,Blue,29,14345,4045,0.067
4,$60K - $80K,Blue,27,21839,5623,0.044
2,Unknown,Blue,37,5099,4025,0.188
3,$40K - $60K,Blue,32,1956,4977,0.49
0,$60K - $80K,Blue,21,1672,2099,0.572
3,$60K - $80K,Blue,39,4734,1570,0.202
2,$40K - $60K,Blue,40,2259,1393,0.422
3,Less than $40K,Blue,36,1930,3862,0.493
2,Less than $40K,Blue,31,5456,1096,0.174
2,$60K - $80K,Blue,43,21869,4233,0.043
0,Unknown,Blue,18,3667,2781,0.259
1,Less than $40K,Silver,13,10332,2914,0.092
2,$60K - $80K,Blue,36,7638,2336,0.124
2,Unknown,Blue,36,7738,4255,0.122
3,$60K - $80K,Blue,36,13049,3944,0.072
1,$80K - $120K,Gold,29,34516,7665,0.027
1,Less than $40K,Blue,41,3478,4607,0.271
3,Unknown,Silver,36,34516,12042,0.027
4,Less than $40K,Blue,41,2791,2584,0.337
3,$120K +,Blue,26,17116,2547,0.055
3,Less than $40K,Silver,27,14335,3610,0.065
3,$60K - $80K,Blue,33,7328,4518,0.128
3,Less than $40K,Blue,36,3968,4128,0.236
2,Less than $40K,Blue,25,1781,5093,0.525
3,Unknown,Blue,30,1821,4786,0.513
0,$40K - $60K,Silver,36,19107,8987,0.049
0,$40K - $60K,Blue,36,2163,2229,0.431
3,$40K - $60K,Blue,41,3585,4399,0.26
5,Unknown,Blue,36,7645,5016,0.122
1,Less than $40K,Blue,47,2154,1439,0.432
1,Less than $40K,Blue,48,3980,4449,0.234
4,$40K - $60K,Blue,27,1503,4680,0.618
0,$40K - $60K,Blue,36,4384,4792,0.212
2,$40K - $60K,Blue,26,3649,3964,0.255
2,Less than $40K,Blue,48,6610,3328,0.14
2,$80K - $120K,Blue,41,33256,7796,0.028
1,Less than $40K,Blue,23,3318,3011,0.279
2,Unknown,Blue,31,8243,4503,0.112
3,$80K - $120K,Blue,30,11638,563,0.08
1,$80K - $120K,Blue,20,13206,2342,0.07
5,Less than $40K,Blue,40,1592,4615,0.581
1,$120K +,Blue,38,1891,3822,0.488
3,Less than $40K,Blue,47,1517,5067,0.606
2,$40K - $60K,Blue,27,2204,4555,0.417
4,Unknown,Blue,39,2845,2635,0.323
4,Less than $40K,Blue,40,7093,3877,0.129
2,Less than $40K,Blue,25,5911,1656,0.155
2,$80K - $120K,Blue,36,15026,3281,0.061
4,Less than $40K,Blue,36,1438.3,3754,0.636
2,$80K - $120K,Blue,30,11670,4277,0.078
0,Less than $40K,Blue,36,5688,1824,0.161
1,$60K - $80K,Blue,31,2536,1750,0.36
2,Less than $40K,Blue,46,1695,2130,0.539
3,Less than $40K,Blue,36,3319,4560,0.275
2,$60K - $80K,Gold,45,34516,7711,0.026
2,Less than $40K,Blue,43,1438.3,2370,0.633
3,Less than $40K,Blue,39,2001,4238,0.454
2,Less than $40K,Blue,36,1820,4665,0.499
4,Unknown,Silver,21,34516,2298,0.026
4,$60K - $80K,Blue,32,18001,1194,0.05
3,$40K - $60K,Blue,33,7266,1741,0.125
4,$40K - $60K,Silver,36,18679,2168,0.048
2,Unknown,Blue,23,6966,4855,0.13
2,$120K +,Blue,33,14713,4125,0.062
3,$80K - $120K,Silver,26,34516,3910,0.026
3,Less than $40K,Blue,32,7169,1438,0.126
4,$40K - $60K,Silver,50,18431,2950,0.049
4,$60K - $80K,Blue,36,8529,4252,0.106
2,Less than $40K,Blue,49,6834,4422,0.132
2,$40K - $60K,Blue,27,4461,4204,0.202
0,Unknown,Blue,15,23103,14049,0.039
4,$60K - $80K,Blue,30,2257,4618,0.397
1,$80K - $120K,Blue,36,18886,1235,0.047
3,$80K - $120K,Blue,36,29535,3934,0.03
2,$120K +,Blue,34,1754,4874,0.51
2,$60K - $80K,Blue,40,21800,3820,0.041
2,Less than $40K,Blue,45,1780,4630,0.502
5,$80K - $120K,Blue,36,1438.3,4426,0.62
2,$120K +,Blue,34,24431,3457,0.037
5,$40K - $60K,Blue,40,3970,13697,0.225
1,$60K - $80K,Blue,36,18386,1698,0.048
1,Less than $40K,Blue,15,2166,3563,0.411
1,$120K +,Blue,27,22487,4960,0.04
0,$60K - $80K,Blue,51,2706,5047,0.329
3,$80K - $120K,Blue,41,18927,3101,0.047
2,$120K +,Blue,41,2792,4074,0.318
1,$40K - $60K,Blue,29,4394,1377,0.201
3,$80K - $120K,Blue,32,1817,3400,0.487
5,$40K - $60K,Blue,33,1438.3,4474,0.614
4,$120K +,Blue,36,34516,3491,0.025
4,Less than $40K,Blue,36,3006,5125,0.292
5,Less than $40K,Blue,28,1558,4805,0.564
3,$60K - $80K,Silver,34,27494,14375,0.032
0,Less than $40K,Blue,51,3617,5416,0.243
1,$120K +,Blue,42,8329,1570,0.105
5,$60K - $80K,Blue,36,2174,4596,0.403
5,$40K - $60K,Blue,40,7333,3636,0.119
4,$40K - $60K,Blue,40,1572,4996,0.556
0,Unknown,Blue,22,7130,2498,0.122
4,Less than $40K,Blue,37,2646,4246,0.33
2,Less than $40K,Blue,40,6022,3745,0.145
3,$40K - $60K,Blue,41,1595,1745,0.545
3,$40K - $60K,Blue,29,2937,2171,0.296
2,Less than $40K,Blue,42,1438.3,4664,0.604
3,$80K - $120K,Blue,36,10111,4791,0.086
1,Less than $40K,Blue,31,5714,4331,0.152
4,$80K - $120K,Blue,36,5288,1777,0.164
1,$40K - $60K,Blue,45,6778,3158,0.128
3,$60K - $80K,Blue,39,5996,4542,0.144
2,$40K - $60K,Blue,40,3592,12777,0.241
3,$80K - $120K,Blue,39,17996,1589,0.048
3,Unknown,Blue,49,9733,5228,0.089
3,$120K +,Blue,44,34516,15034,0.025
1,$80K - $120K,Blue,36,10244,1127,0.084
3,Less than $40K,Blue,41,2485,4728,0.346
1,Less than $40K,Blue,42,1942,2522,0.443
1,Unknown,Blue,54,3266,2151,0.263
3,Less than $40K,Blue,47,4841,8918,0.177
4,$60K - $80K,Blue,36,1734,4741,0.494
3,Unknown,Blue,33,29638,3429,0.029
1,Less than $40K,Blue,29,1438.3,4432,0.595
3,$60K - $80K,Blue,36,4742,870,0.18
2,Less than $40K,Blue,36,1438.3,4890,0.594
3,Unknown,Silver,38,33184,7190,0.026
2,Unknown,Blue,43,8171,1909,0.104
0,Less than $40K,Blue,56,7264,3527,0.117
2,$40K - $60K,Blue,36,2797,3652,0.304
1,$80K - $120K,Blue,34,9705,2001,0.088
0,$60K - $80K,Blue,56,9918,2485,0.086
4,Unknown,Blue,38,2542,4972,0.334
2,$40K - $60K,Blue,35,3540,1321,0.24
3,Less than $40K,Blue,38,3131,3108,0.271
2,Unknown,Blue,32,1486,2380,0.571
4,$120K +,Blue,39,14881,1408,0.057
1,$60K - $80K,Blue,37,2445,2216,0.347
5,Less than $40K,Blue,36,3883,4667,0.218
1,$60K - $80K,Blue,22,9204,1820,0.092
2,$60K - $80K,Blue,50,9033,1661,0.094
4,$40K - $60K,Blue,38,1862,3520,0.454
2,Less than $40K,Blue,28,4439,2858,0.19
4,Less than $40K,Blue,40,2110,4812,0.4
4,$60K - $80K,Silver,28,28202,1629,0.03
4,$40K - $60K,Blue,40,1474,4452,0.572
3,$40K - $60K,Blue,36,5918,1292,0.142
4,$60K - $80K,Blue,23,3311,4559,0.254
3,$60K - $80K,Blue,44,23090,1198,0.036
1,$40K - $60K,Blue,31,4969,1489,0.169
3,$60K - $80K,Blue,31,12756,1413,0.066
0,$40K - $60K,Blue,16,1612,2148,0.518
2,Less than $40K,Blue,26,2586,4883,0.323
4,$60K - $80K,Blue,36,2727,1294,0.306
2,$40K - $60K,Blue,15,1438.3,4551,0.58
2,Less than $40K,Blue,32,2493,4274,0.333
0,$40K - $60K,Blue,54,9383,5783,0.088
3,$40K - $60K,Blue,38,10018,13819,0.083
4,$60K - $80K,Blue,30,15936,2477,0.052
3,Less than $40K,Blue,37,3787,16220,0.218
2,Less than $40K,Blue,31,4311,4965,0.191
5,Less than $40K,Blue,42,1778,4189,0.462
3,$40K - $60K,Silver,33,18266,14615,0.045
3,Less than $40K,Blue,31,1811,4290,0.453
4,Less than $40K,Blue,36,9478,1327,0.087
2,$60K - $80K,Blue,45,22558,3855,0.036
3,$60K - $80K,Blue,24,11894,2438,0.069
3,Less than $40K,Blue,30,5202,1558,0.157
2,$80K - $120K,Gold,46,34516,7889,0.024
3,Less than $40K,Blue,44,1737,3669,0.468
1,$120K +,Blue,50,15796,1339,0.051
2,Less than $40K,Blue,44,2691,4413,0.301
2,$120K +,Blue,41,31668,1822,0.026
2,Less than $40K,Blue,35,1954,4897,0.414
3,$60K - $80K,Blue,36,9981,1456,0.081
4,$80K - $120K,Silver,40,34516,3937,0.023
2,Unknown,Blue,36,2015,5209,0.4
1,Less than $40K,Blue,30,2019,8426,0.398
1,$80K - $120K,Silver,38,34516,1823,0.023
2,Less than $40K,Blue,36,5245,3648,0.153
1,Less than $40K,Blue,48,1438.3,4223,0.557
0,Less than $40K,Blue,53,2616,4655,0.306
0,Less than $40K,Blue,32,1438.3,4386,0.557
4,$80K - $120K,Silver,48,34516,3819,0.023
3,Less than $40K,Blue,34,6028,1002,0.133
1,Unknown,Blue,50,8513,2119,0.094
3,$60K - $80K,Blue,39,6348,4135,0.126
1,$120K +,Blue,30,2016,3772,0.395
2,$40K - $60K,Blue,32,5214,1258,0.152
2,Less than $40K,Blue,29,5387,2596,0.148
1,Less than $40K,Blue,51,1795,1834,0.442
2,Unknown,Blue,46,3014,1488,0.263
2,$80K - $120K,Blue,40,8169,4927,0.097
3,$120K +,Blue,34,24868,2510,0.032
4,$80K - $120K,Blue,44,1854,4035,0.428
4,Less than $40K,Blue,38,2090,4619,0.379
2,Unknown,Blue,28,1493,4131,0.53
1,Less than $40K,Blue,22,1438.3,3959,0.549
0,Less than $40K,Blue,13,5713,3323,0.138
0,Less than $40K,Blue,47,1479,2139,0.532
2,Less than $40K,Blue,43,1438.3,4830,0.547
3,$60K - $80K,Blue,36,1621,4719,0.486
3,Less than $40K,Blue,41,1438.3,4956,0.547
2,$120K +,Blue,41,10614,4601,0.074
3,$120K +,Blue,31,13883,1871,0.056
1,$80K - $120K,Blue,36,6313,1703,0.124
3,$80K - $120K,Blue,36,34516,853,0.023
1,Less than $40K,Silver,45,13199,1927,0.059
4,Less than $40K,Blue,37,1438.3,4422,0.542
3,Unknown,Blue,30,4554,4816,0.171
4,Unknown,Blue,36,3979,5024,0.196
3,$120K +,Blue,46,5270,16179,0.148
2,$60K - $80K,Blue,46,5626,4957,0.138
4,Less than $40K,Blue,46,4117,5218,0.189
4,$80K - $120K,Blue,32,8333,3889,0.093
4,Less than $40K,Blue,36,2930,1545,0.264
3,Less than $40K,Blue,40,7540,4755,0.103
1,Less than $40K,Blue,43,1438.3,4890,0.537
1,$80K - $120K,Blue,35,19412,1576,0.04
3,Unknown,Blue,24,12287,4601,0.063
3,$80K - $120K,Blue,31,28700,3395,0.027
2,$60K - $80K,Blue,36,9300,3651,0.083
3,$80K - $120K,Blue,40,3660,14515,0.209
2,$80K - $120K,Blue,31,5821,5291,0.131
2,$60K - $80K,Blue,35,13768,1390,0.055
2,Less than $40K,Blue,22,1695,4905,0.449
3,$80K - $120K,Silver,36,34516,8444,0.022
4,$60K - $80K,Blue,36,8923,1589,0.282
1,$40K - $60K,Silver,43,17304,1756,0.145
5,$80K - $120K,Blue,33,32975,597,0.076
3,$60K - $80K,Blue,36,11432,1374,0.22
4,Less than $40K,Blue,36,3342,1139,0.753
3,$60K - $80K,Blue,26,3265,1843,0.771
2,$40K - $60K,Blue,44,2902,996,0.867
2,Less than $40K,Blue,39,2702,1658,0.932
2,$80K - $120K,Blue,36,3127,1470,0.805
2,Less than $40K,Blue,24,2962,929,0.85
4,$80K - $120K,Blue,36,11862,643,0.212
4,$40K - $60K,Blue,41,3156,2091,0.798
3,$80K - $120K,Blue,36,34516,1475,0.073
2,$40K - $60K,Blue,49,5476,1532,0.46
1,$60K - $80K,Blue,26,7349,2701,0.342
2,Less than $40K,Blue,36,3460,1752,0.727
3,Less than $40K,Blue,39,4175,1520,0.603
0,$60K - $80K,Blue,47,9452,1825,0.266
4,Unknown,Blue,45,21065,1060,0.119
2,Less than $40K,Blue,44,3181,818,0.791
1,$80K - $120K,Blue,42,9642,1401,0.261
3,$40K - $60K,Blue,30,3235,1637,0.778
4,$60K - $80K,Silver,25,28822,1504,0.087
3,Unknown,Blue,26,3209,1292,0.784
0,Less than $40K,Blue,24,2917,2471,0.863
2,$40K - $60K,Blue,29,3126,1638,0.805
3,$120K +,Blue,43,17539,1220,0.144
1,Unknown,Blue,17,4588,2442,0.549
0,$40K - $60K,Blue,55,2895,1541,0.869
3,$60K - $80K,Blue,36,3539,1677,0.711
3,Less than $40K,Blue,26,3187,2072,0.79
1,Less than $40K,Blue,36,2857,1869,0.881
1,Less than $40K,Blue,54,3213,1855,0.783
1,Less than $40K,Blue,53,2675,1959,0.941
1,Unknown,Blue,36,8500,1618,0.296
1,$40K - $60K,Blue,20,5153,3095,0.488
3,$60K - $80K,Blue,37,14551,1373,0.173
1,Less than $40K,Blue,36,3084,1446,0.816
3,$80K - $120K,Silver,21,34516,2901,0.073
4,$80K - $120K,Blue,36,3924,1417,0.641
1,Unknown,Blue,36,9095,1347,0.277
2,Less than $40K,Blue,26,5484,2025,0.459
2,Less than $40K,Blue,46,2737,1619,0.92
0,$120K +,Blue,42,8302,1576,0.303
2,$80K - $120K,Blue,46,34516,3072,0.073
0,Less than $40K,Blue,22,3273,2726,0.769
3,$40K - $60K,Blue,31,2800,1994,0.899
3,Less than $40K,Blue,27,4274,2257,0.589
2,$80K - $120K,Blue,42,21875,1327,0.115
2,$60K - $80K,Blue,51,2863,1458,0.879
4,$40K - $60K,Blue,38,7881,3068,0.319
2,Unknown,Blue,36,17156,1142,0.147
1,Less than $40K,Blue,36,4840,1637,0.52
2,$80K - $120K,Blue,44,7181,1636,0.351
2,$60K - $80K,Blue,36,11419,3000,0.22
0,$80K - $120K,Blue,36,16156,4160,0.156
2,$40K - $60K,Blue,26,2845,2396,0.885
3,$80K - $120K,Blue,46,5516,1532,0.456
2,$120K +,Blue,44,6617,3595,0.38
3,Less than $40K,Blue,36,8260,3299,0.305
2,$80K - $120K,Blue,43,11617,1643,0.217
0,$80K - $120K,Blue,31,33472,4719,0.075
4,$120K +,Blue,32,34516,4228,0.073
4,$60K - $80K,Blue,36,2952,3830,0.853
1,$80K - $120K,Blue,55,34516,3975,0.073
0,$40K - $60K,Blue,20,6607,3046,0.381
3,$40K - $60K,Blue,22,8436,2627,0.298
3,$80K - $120K,Blue,32,23424,3537,0.107
1,$60K - $80K,Blue,45,3943,3527,0.638
1,Unknown,Blue,22,3413,4355,0.737
2,Less than $40K,Blue,37,3036,2609,0.829
1,$120K +,Blue,36,8136,2179,0.309
2,Unknown,Blue,38,3120,2468,0.807
3,$40K - $60K,Blue,25,3645,4142,0.691
5,$80K - $120K,Blue,37,18800,1575,0.134
5,Less than $40K,Blue,29,4205,4256,0.599
2,$80K - $120K,Blue,36,5054,2027,0.498
4,Less than $40K,Blue,42,5798,1860,0.434
2,$80K - $120K,Blue,37,24299,5320,0.104
2,Less than $40K,Blue,36,5928,3536,0.425
3,Less than $40K,Blue,43,3199,4483,0.787
2,$40K - $60K,Blue,25,3795,1633,0.663
3,Less than $40K,Blue,36,3714,4715,0.678
0,$60K - $80K,Blue,56,4783,2870,0.526
2,Less than $40K,Blue,36,5667,2176,0.444
4,$120K +,Blue,38,34516,2376,0.073
3,Unknown,Blue,25,4734,2275,0.532
2,Less than $40K,Blue,30,3328,2196,0.756
5,$40K - $60K,Blue,40,3888,4377,0.647
3,Less than $40K,Blue,36,4073,2059,0.618
3,Less than $40K,Blue,22,3372,4209,0.746
3,$80K - $120K,Blue,46,15011,1821,0.168
2,Unknown,Blue,40,8930,2167,0.282
4,$120K +,Blue,39,7924,2393,0.318
1,Less than $40K,Blue,44,4090,2016,0.615
1,Less than $40K,Blue,36,3258,4960,0.773
5,$60K - $80K,Blue,32,8823,4674,0.285
3,Less than $40K,Blue,39,3302,2682,0.762
4,Less than $40K,Blue,36,3492,2510,0.721
2,Less than $40K,Blue,36,3647,2935,0.69
1,$80K - $120K,Blue,27,2904,2653,0.867
2,$40K - $60K,Blue,36,4410,1883,0.571
4,Unknown,Blue,36,13483,3427,0.187
1,$120K +,Blue,45,23958,2777,0.105
1,Less than $40K,Blue,33,3119,2492,0.807
3,$40K - $60K,Blue,29,6169,4794,0.408
1,Less than $40K,Blue,36,2856,4473,0.881
5,$120K +,Silver,41,34516,2260,0.073
3,$120K +,Blue,42,31636,4231,0.08
3,Less than $40K,Blue,38,3889,1718,0.647
1,Less than $40K,Blue,42,3103,4641,0.811
3,Unknown,Blue,36,2886,4884,0.872
1,Less than $40K,Blue,36,5222,4433,0.482
3,$80K - $120K,Blue,48,3288,2717,0.766
1,Less than $40K,Blue,50,3173,2763,0.793
2,Less than $40K,Blue,47,3069,4512,0.82
4,Less than $40K,Blue,44,2901,4731,0.868
2,Unknown,Blue,37,4848,2353,0.519
2,$80K - $120K,Blue,36,19099,4837,0.132
1,$120K +,Blue,37,9090,2239,0.277
4,Less than $40K,Blue,36,5021,2270,0.501
3,Unknown,Blue,36,4431,2185,0.568
3,Less than $40K,Blue,34,2725,4430,0.924
2,$80K - $120K,Blue,32,3192,4236,0.789
2,Unknown,Blue,32,8477,2455,0.297
3,Less than $40K,Blue,31,5523,4170,0.456
2,Unknown,Blue,36,3793,2577,0.664
2,Less than $40K,Blue,36,3918,2115,0.642
1,Less than $40K,Blue,36,5087,4682,0.495
3,Less than $40K,Blue,38,3165,2751,0.795
1,Less than $40K,Blue,51,4257,2828,0.591
4,Unknown,Blue,44,2625,4378,0.959
4,$60K - $80K,Blue,37,13093,2032,0.192
4,$40K - $60K,Blue,27,3183,4017,0.791
2,$40K - $60K,Blue,42,3202,4675,0.786
3,$40K - $60K,Blue,47,4262,3943,0.591
3,Less than $40K,Blue,27,2840,4405,0.886
3,Unknown,Blue,38,3505,5034,0.718
2,Less than $40K,Blue,36,4065,2899,0.619
4,$80K - $120K,Blue,29,29690,7640,0.085
1,Unknown,Blue,27,24965,7866,0.101
4,$80K - $120K,Blue,37,14388,7042,0.175
4,$60K - $80K,Blue,31,23457,7370,0.107
3,Less than $40K,Blue,36,6218,7689,0.405
2,Less than $40K,Blue,41,5550,6984,0.454
2,$120K +,Blue,46,16828,4939,0.15
3,$80K - $120K,Gold,36,34516,7640,0.073
4,$60K - $80K,Blue,37,7298,7973,0.345
3,$40K - $60K,Blue,39,9110,5290,0.276
4,Less than $40K,Blue,27,8837,8210,0.285
3,$60K - $80K,Blue,34,9594,14213,0.262
2,$120K +,Blue,37,27742,8646,0.091
5,Less than $40K,Blue,36,4668,8331,0.539
1,Less than $40K,Blue,44,5541,9195,0.454
2,Less than $40K,Silver,36,14581,17628,0.173
2,$80K - $120K,Blue,28,14774,8293,0.17
4,$60K - $80K,Gold,36,34516,8248,0.073
1,$120K +,Blue,34,28612,14727,0.088
3,$60K - $80K,Gold,29,34516,6782,0.073
1,$60K - $80K,Blue,45,11898,15798,0.212
1,Unknown,Blue,49,17542,13939,0.143
2,Less than $40K,Blue,40,5240,14161,0.48
1,Less than $40K,Blue,31,3416,14230,0.737
2,Less than $40K,Silver,34,14386,13377,0.175
1,Less than $40K,Blue,16,3548,15157,0.709
3,Less than $40K,Blue,35,5230,9495,0.481
4,$80K - $120K,Blue,43,20701,14374,0.122
1,$40K - $60K,Blue,36,8455,8124,0.298
2,$60K - $80K,Gold,38,34516,9314,0.073
2,$40K - $60K,Blue,28,7093,13937,0.355
0,Less than $40K,Silver,19,10982,13563,0.229
1,Less than $40K,Blue,36,9550,13783,0.264
4,$60K - $80K,Silver,36,28564,14875,0.088
3,$120K +,Blue,37,3650,4599,0.688
4,$60K - $80K,Blue,30,7872,1155,0.319
3,Unknown,Blue,28,5393,4769,0.465
1,$60K - $80K,Blue,52,14324,2083,0.175
3,Less than $40K,Blue,33,4174,7905,0.601
3,$80K - $120K,Blue,36,13399,1326,0.187
3,$40K - $60K,Blue,32,2701,2678,0.925
5,$120K +,Blue,31,7567,4076,0.33
2,Unknown,Blue,25,3288,4370,0.759
1,Less than $40K,Blue,36,3198,1936,0.78
0,Less than $40K,Blue,24,3436,5211,0.726
0,Less than $40K,Blue,36,3312,2670,0.752
1,Less than $40K,Blue,25,2622,2717,0.949
1,Less than $40K,Blue,36,6859,1617,0.363
1,Unknown,Blue,36,5039,4770,0.494
3,$80K - $120K,Silver,42,34516,4401,0.072
1,$40K - $60K,Blue,36,2712,4159,0.917
2,Less than $40K,Blue,44,3433,4831,0.724
2,Less than $40K,Silver,36,11261,1158,0.221
4,$80K - $120K,Blue,30,17682,1747,0.14
1,Less than $40K,Blue,37,3277,3965,0.757
4,$60K - $80K,Blue,38,4335,1373,0.572
3,$60K - $80K,Blue,41,9106,1239,0.272
4,$40K - $60K,Blue,36,4753,2242,0.52
1,Less than $40K,Blue,47,3416,1536,0.722
3,$60K - $80K,Blue,28,5841,3817,0.422
3,Less than $40K,Blue,35,2745,2466,0.897
1,Less than $40K,Blue,38,2578,1378,0.955
3,Less than $40K,Blue,24,2802,1406,0.878
3,$80K - $120K,Blue,40,13306,3556,0.185
3,$80K - $120K,Blue,38,2472,1392,0.994
3,Less than $40K,Blue,42,2608,4776,0.941
1,Less than $40K,Blue,40,2687,4697,0.913
2,$80K - $120K,Blue,41,10301,16359,0.238
0,$80K - $120K,Blue,50,2800,1433,0.874
4,$80K - $120K,Blue,43,16692,1288,0.147
3,$80K - $120K,Blue,31,18584,3504,0.132
3,$120K +,Blue,36,31639,7119,0.077
4,$120K +,Silver,36,34516,8765,0.071
3,Less than $40K,Blue,27,3444,2668,0.709
3,Unknown,Blue,28,2535,1312,0.963
5,Unknown,Blue,34,4607,4825,0.53
3,Less than $40K,Blue,45,2951,2519,0.826
2,Less than $40K,Blue,26,3182,1670,0.765
2,$80K - $120K,Blue,36,34516,1805,0.071
3,$40K - $60K,Blue,30,2435,1460,0.999
3,$60K - $80K,Blue,37,2751,4453,0.884
2,$80K - $120K,Blue,45,2929,1903,0.83
3,$60K - $80K,Gold,37,34516,3205,0.07
3,Less than $40K,Silver,39,11176,2682,0.217
3,Less than $40K,Blue,39,2915,4037,0.831
1,$80K - $120K,Blue,36,4829,938,0.501
1,Less than $40K,Blue,36,2899,4296,0.834
2,Less than $40K,Blue,32,4325,4588,0.559
3,Unknown,Blue,33,8064,4412,0.3
3,$80K - $120K,Blue,41,4642,3532,0.52
4,Less than $40K,Blue,29,2712,5201,0.889
4,$40K - $60K,Blue,33,5306,7437,0.454
4,$80K - $120K,Blue,37,30948,1511,0.078
3,$120K +,Blue,45,18096,3880,0.133
4,Unknown,Blue,38,23692,3632,0.101
5,Less than $40K,Blue,30,3103,1836,0.773
2,$120K +,Silver,31,34516,4976,0.069
1,Less than $40K,Blue,30,2669,3847,0.898
1,$80K - $120K,Blue,48,3074,1377,0.777
3,Less than $40K,Blue,26,6866,862,0.348
3,$80K - $120K,Blue,35,19000,7664,0.126
2,Unknown,Blue,39,5666,1981,0.421
