Visitor_Age,Visitor_Gender,Visitor_Nationality,Travel_Purpose,Group_Size,Accommodation_Type,Length_of_Stay_Days,Room_Type,Booking_Channel,Daily_Spending_SGD,Accommodation_Cost_SGD,Satisfaction_Rating,Service_Quality_Rating,Likelihood_to_Return,Visit_Date,Departure_Date,Season,Travel_With_Children,Special_Requests,Previous_Visits
49,Female,Australian,Leisure,7,Serviced Apartment,15,Deluxe,Travel Agency,520.53,7807.95,4.1,2.4,Moderate,2021-12-10,2021-12-25 00:00:00,Off-Peak,Yes,Yes,4
20,Male,British,Business,5,Hotel,22,Deluxe,Travel Agency,320.87,7059.14,1.7,3.1,High,2021-12-11,2022-01-02 00:00:00,Peak,Yes,No,0
63,Female,American,Visiting Friends/Relatives,8,Private Home,11,Suite,Direct Booking,458.84,5047.24,4.1,3.8,Low,2021-12-13,2021-12-24 00:00:00,Peak,Yes,Yes,3
68,Female,Others,Business,1,Private Home,10,Suite,Travel Agency,657.12,6571.2,3.5,2.2,High,2021-12-14,2021-12-24 00:00:00,Peak,No,No,1
49,Female,Indian,Business,4,Serviced Apartment,22,Suite,Travel Agency,807.42,17763.24,2,4.5,Moderate,2021-12-15,2022-01-06 00:00:00,Off-Peak,Yes,No,0
21,Female,American,Business,9,Others,6,Suite,Online,476.57,2859.42,1.5,3.2,Moderate,2021-12-16,2021-12-22 00:00:00,Off-Peak,No,No,0
42,Female,Australian,Leisure,3,Serviced Apartment,3,Suite,Travel Agency,514.5,1543.5,1,2.3,Moderate,2021-12-17,2021-12-20 00:00:00,Off-Peak,Yes,No,0
61,Female,Chinese,Visiting Friends/Relatives,6,Private Home,2,Suite,Online,362.37,724.74,3.3,2.8,High,2021-12-18,2021-12-20 00:00:00,Peak,Yes,No,1
76,Male,Australian,Leisure,5,Serviced Apartment,22,Deluxe,Direct Booking,690.73,15196.06,2.2,3.8,High,2021-12-19,2022-01-10 00:00:00,Off-Peak,No,No,4
44,Male,American,Visiting Friends/Relatives,9,Serviced Apartment,22,Suite,Online,132.49,2914.78,2.2,4.1,High,2021-12-20,2022-01-11 00:00:00,Peak,No,Yes,2
55,Female,Indian,Visiting Friends/Relatives,3,Hostel,22,Standard,Travel Agency,65.76,1446.72,1,4.7,None,2021-12-21,2022-01-12 00:00:00,Off-Peak,No,Yes,1
46,Female,Australian,Business,8,Serviced Apartment,29,Suite,Travel Agency,713.77,20699.33,1.3,2.6,Low,2021-12-22,2022-01-20 00:00:00,Off-Peak,Yes,Yes,4
31,Male,Others,Visiting Friends/Relatives,6,Others,25,Standard,Online,210.24,5256,3.2,1.9,Moderate,2021-12-24,2022-01-18 00:00:00,Peak,No,Yes,4
56,Female,British,Business,7,Hostel,14,Suite,Direct Booking,877.98,12291.72,2.9,1.9,Moderate,2021-12-25,2022-01-08 00:00:00,Off-Peak,No,Yes,1
70,Male,British,Business,2,Serviced Apartment,15,Deluxe,Travel Agency,862.9,12943.5,2.2,2,Moderate,2021-12-26,2022-01-10 00:00:00,Off-Peak,No,No,2
25,Female,American,Business,6,Hostel,4,Standard,Travel Agency,852.39,3409.56,4.9,4.2,None,2021-12-27,2021-12-31 00:00:00,Off-Peak,No,Yes,0
34,Female,Others,Business,6,Hostel,26,Suite,Direct Booking,805.08,20932.08,4.6,2.7,High,2021-12-28,2022-01-23 00:00:00,Off-Peak,Yes,Yes,3
74,Male,Chinese,Visiting Friends/Relatives,3,Serviced Apartment,3,Deluxe,Direct Booking,721.14,2163.42,2.9,2,Low,2021-12-29,2022-01-01 00:00:00,Peak,Yes,No,4
23,Male,American,Business,7,Hostel,23,Suite,Travel Agency,323.51,7440.73,1.7,1.7,None,2021-12-30,2022-01-22 00:00:00,Off-Peak,No,No,2
77,Male,British,Business,8,Hostel,11,Suite,Direct Booking,426.69,4693.59,2.3,4.1,None,2021-12-31,2022-01-11 00:00:00,Peak,No,No,4
71,Male,Chinese,Business,3,Private Home,21,Suite,Online,946.1,19868.1,3.7,3.9,Moderate,2022-01-01,2022-01-22 00:00:00,Off-Peak,Yes,No,1
22,Male,Australian,Visiting Friends/Relatives,6,Serviced Apartment,19,Standard,Travel Agency,95.34,1811.46,1.4,2.5,Low,2022-01-02,2022-01-21 00:00:00,Off-Peak,No,No,3
48,Female,British,Transit,5,Others,25,Deluxe,Direct Booking,98.04,2451,2.6,2.9,High,2022-01-03,2022-01-28 00:00:00,Off-Peak,Yes,No,0
18,Male,Indian,Business,4,Hotel,12,Deluxe,Direct Booking,921.26,11055.12,1.4,1.5,None,2022-01-05,2022-01-17 00:00:00,Peak,Yes,Yes,2
47,Female,Chinese,Transit,5,Hotel,21,Suite,Online,395.38,8302.98,4.9,3.8,High,2022-01-06,2022-01-27 00:00:00,Peak,Yes,No,2
23,Male,Others,Visiting Friends/Relatives,8,Hotel,20,Standard,Direct Booking,354.85,7097,2,1.4,High,2022-01-07,2022-01-27 00:00:00,Off-Peak,Yes,Yes,4
32,Female,Chinese,Leisure,7,Serviced Apartment,4,Deluxe,Direct Booking,807.64,3230.56,4.7,1.2,None,2022-01-08,2022-01-12 00:00:00,Peak,Yes,No,4
54,Male,American,Leisure,1,Others,5,Suite,Travel Agency,778.16,3890.8,3.3,1.6,High,2022-01-09,2022-01-14 00:00:00,Peak,Yes,Yes,0
18,Male,Indian,Transit,1,Hostel,27,Suite,Online,65.6,1771.2,4.3,1.7,High,2022-01-10,2022-02-06 00:00:00,Peak,Yes,No,4
24,Male,Others,Transit,4,Private Home,23,Standard,Direct Booking,844,19412,4.8,4.4,High,2022-01-11,2022-02-03 00:00:00,Peak,Yes,No,3
56,Female,Australian,Business,3,Others,11,Standard,Online,999.37,10993.07,3.1,1.7,High,2022-01-12,2022-01-23 00:00:00,Off-Peak,Yes,No,1
48,Female,Others,Business,7,Others,6,Suite,Online,186.55,1119.3,3.7,1.6,High,2022-01-13,2022-01-19 00:00:00,Off-Peak,Yes,No,2
72,Female,Chinese,Visiting Friends/Relatives,6,Private Home,15,Standard,Direct Booking,183.3,2749.5,3.2,1.5,High,2022-01-14,2022-01-29 00:00:00,Peak,No,Yes,0
43,Male,Indian,Transit,7,Hotel,15,Deluxe,Online,576.24,8643.6,2.4,3.9,High,2022-01-15,2022-01-30 00:00:00,Off-Peak,Yes,No,3
71,Female,American,Business,7,Hostel,9,Deluxe,Travel Agency,214.8,1933.2,2,5,Moderate,2022-01-17,2022-01-26 00:00:00,Peak,Yes,Yes,1
27,Male,British,Visiting Friends/Relatives,8,Hotel,27,Standard,Direct Booking,192.16,5188.32,2.2,2.4,None,2022-01-18,2022-02-14 00:00:00,Off-Peak,Yes,Yes,2
34,Male,Australian,Business,2,Private Home,22,Standard,Direct Booking,563.73,12402.06,3,3.1,None,2022-01-19,2022-02-10 00:00:00,Off-Peak,Yes,No,4
52,Female,Australian,Business,9,Private Home,21,Standard,Online,235.39,4943.19,1.6,1.8,Low,2022-01-20,2022-02-10 00:00:00,Off-Peak,No,Yes,0
41,Female,British,Transit,3,Others,24,Deluxe,Online,215.94,5182.56,2.3,2.7,Low,2022-01-21,2022-02-14 00:00:00,Off-Peak,Yes,Yes,2
36,Female,British,Visiting Friends/Relatives,2,Hostel,2,Standard,Travel Agency,290.41,580.82,3.1,2.7,Low,2022-01-22,2022-01-24 00:00:00,Peak,No,No,3
69,Female,Australian,Leisure,8,Others,9,Deluxe,Travel Agency,334.52,3010.68,1.6,4.9,None,2022-01-23,2022-02-01 00:00:00,Peak,Yes,No,4
69,Female,Australian,Leisure,5,Hotel,1,Deluxe,Travel Agency,832.3,832.3,2.7,4,High,2022-01-24,2022-01-25 00:00:00,Peak,Yes,No,4
77,Female,Others,Visiting Friends/Relatives,3,Serviced Apartment,4,Deluxe,Online,526.55,2106.2,1.8,2.7,Moderate,2022-01-25,2022-01-29 00:00:00,Peak,Yes,Yes,2
29,Female,Australian,Leisure,2,Hotel,3,Standard,Online,616.44,1849.32,3,1.5,Low,2022-01-26,2022-01-29 00:00:00,Peak,Yes,Yes,2
29,Male,Australian,Leisure,4,Hostel,27,Deluxe,Direct Booking,723.61,19537.47,3.1,2.2,Moderate,2022-01-28,2022-02-24 00:00:00,Off-Peak,Yes,Yes,2
62,Male,Chinese,Business,6,Others,19,Suite,Online,468.35,8898.65,3,3.7,High,2022-01-29,2022-02-17 00:00:00,Peak,Yes,No,3
56,Female,British,Leisure,9,Serviced Apartment,13,Deluxe,Direct Booking,857.57,11148.41,3.6,4.1,Moderate,2022-01-30,2022-02-12 00:00:00,Off-Peak,No,Yes,0
34,Male,Others,Transit,9,Hostel,22,Deluxe,Travel Agency,438.93,9656.46,2.5,4,Low,2022-01-31,2022-02-22 00:00:00,Peak,No,Yes,1
28,Female,Indian,Leisure,7,Hotel,25,Standard,Travel Agency,651.05,16276.25,2.2,2.4,Low,2022-02-01,2022-02-26 00:00:00,Off-Peak,Yes,Yes,4
30,Male,American,Transit,7,Hostel,2,Suite,Travel Agency,754.39,1508.78,2.2,2.1,None,2022-02-02,2022-02-04 00:00:00,Peak,No,No,3
38,Female,Chinese,Business,5,Private Home,8,Deluxe,Travel Agency,607.63,4861.04,4.1,1.2,Low,2022-02-03,2022-02-11 00:00:00,Peak,No,No,2
37,Female,Australian,Leisure,8,Hostel,17,Deluxe,Direct Booking,689.6,11723.2,2.8,4.7,Low,2022-02-04,2022-02-21 00:00:00,Peak,No,Yes,3
60,Female,Others,Business,4,Serviced Apartment,9,Standard,Online,897.3,8075.7,1.4,3.1,High,2022-02-05,2022-02-14 00:00:00,Peak,No,No,3
46,Female,Others,Leisure,1,Hotel,21,Standard,Online,642.51,13492.71,1.5,1.6,Low,2022-02-06,2022-02-27 00:00:00,Off-Peak,Yes,Yes,2
77,Female,American,Leisure,2,Serviced Apartment,3,Standard,Travel Agency,955.89,2867.67,4.8,1.3,Moderate,2022-02-07,2022-02-10 00:00:00,Off-Peak,Yes,Yes,1
78,Male,Others,Transit,3,Hostel,23,Suite,Travel Agency,170.25,3915.75,3.2,2.2,High,2022-02-09,2022-03-04 00:00:00,Peak,No,No,0
68,Male,American,Business,3,Serviced Apartment,17,Deluxe,Direct Booking,808.57,13745.69,3.3,4.2,Moderate,2022-02-10,2022-02-27 00:00:00,Peak,Yes,No,2
54,Female,Australian,Transit,9,Others,29,Standard,Direct Booking,911.18,26424.22,2.9,2,None,2022-02-11,2022-03-12 00:00:00,Peak,No,No,1
36,Female,Indian,Business,3,Serviced Apartment,22,Standard,Online,474.96,10449.12,1.4,1.9,High,2022-02-12,2022-03-06 00:00:00,Peak,Yes,No,4
78,Female,Indian,Business,6,Hostel,6,Deluxe,Online,293.21,1759.26,1.3,2.5,Moderate,2022-02-13,2022-02-19 00:00:00,Off-Peak,Yes,No,1
51,Male,British,Leisure,9,Hotel,5,Deluxe,Direct Booking,159.36,796.8,1.4,2.7,Low,2022-02-14,2022-02-19 00:00:00,Peak,Yes,No,4
51,Male,British,Business,7,Hotel,2,Deluxe,Online,575.41,1150.82,4.2,4,Low,2022-02-15,2022-02-17 00:00:00,Off-Peak,No,Yes,4
51,Male,Australian,Business,9,Private Home,25,Deluxe,Travel Agency,885.21,22130.25,2.6,2.9,Low,2022-02-16,2022-03-13 00:00:00,Off-Peak,Yes,Yes,0
68,Male,Others,Visiting Friends/Relatives,7,Hostel,18,Suite,Direct Booking,598.02,10764.36,3.5,2.7,Low,2022-02-17,2022-03-07 00:00:00,Off-Peak,No,Yes,1
47,Male,Australian,Leisure,2,Others,25,Deluxe,Online,777.72,19443,2.5,1.9,None,2022-02-18,2022-03-15 00:00:00,Off-Peak,No,Yes,4
79,Male,Others,Leisure,4,Private Home,6,Deluxe,Online,833.44,5000.64,1.7,3.7,Moderate,2022-02-20,2022-02-26 00:00:00,Peak,Yes,No,1
73,Female,Indian,Leisure,4,Hostel,22,Deluxe,Direct Booking,802.83,17662.26,3.7,1.8,Moderate,2022-02-21,2022-03-15 00:00:00,Off-Peak,No,Yes,0
55,Female,Australian,Leisure,1,Hotel,28,Deluxe,Online,279.93,7838.04,4.3,2.8,High,2022-02-22,2022-03-22 00:00:00,Peak,Yes,No,1
29,Male,Australian,Leisure,2,Hotel,17,Standard,Online,163.83,2785.11,1.2,2.3,Low,2022-02-23,2022-03-12 00:00:00,Off-Peak,No,Yes,3
67,Female,American,Visiting Friends/Relatives,4,Private Home,28,Standard,Online,299.36,8382.08,4.7,2.8,None,2022-02-24,2022-03-24 00:00:00,Off-Peak,Yes,No,0
59,Female,Australian,Business,4,Hotel,27,Deluxe,Online,752.56,20319.12,4.9,4.9,None,2022-02-25,2022-03-24 00:00:00,Peak,No,Yes,2
61,Female,Others,Visiting Friends/Relatives,1,Serviced Apartment,25,Deluxe,Online,300.11,7502.75,4.6,1.7,High,2022-02-26,2022-03-23 00:00:00,Peak,No,Yes,0
57,Female,Australian,Visiting Friends/Relatives,6,Private Home,17,Standard,Direct Booking,899.07,15284.19,4.5,4.9,Low,2022-02-27,2022-03-16 00:00:00,Off-Peak,Yes,Yes,0
50,Male,Australian,Business,5,Private Home,1,Deluxe,Travel Agency,308.03,308.03,4.2,3.4,High,2022-02-28,2022-03-01 00:00:00,Off-Peak,Yes,Yes,4
78,Female,British,Transit,2,Private Home,6,Deluxe,Online,140.97,845.82,3.8,2.2,Moderate,2022-03-01,2022-03-07 00:00:00,Peak,Yes,Yes,4
40,Female,American,Transit,1,Others,3,Standard,Online,286.9,860.7,2.4,2.5,High,2022-03-02,2022-03-05 00:00:00,Off-Peak,Yes,No,3
62,Female,Australian,Business,4,Others,8,Suite,Travel Agency,681.89,5455.12,2.1,3.5,Moderate,2022-03-04,2022-03-12 00:00:00,Off-Peak,Yes,No,2
51,Female,American,Business,5,Others,17,Suite,Travel Agency,866.93,14737.81,1,1.6,Low,2022-03-05,2022-03-22 00:00:00,Off-Peak,No,No,3
46,Female,British,Transit,8,Serviced Apartment,18,Deluxe,Direct Booking,690.01,12420.18,1.3,1.2,Low,2022-03-06,2022-03-24 00:00:00,Off-Peak,Yes,No,0
34,Female,Indian,Business,3,Others,11,Deluxe,Travel Agency,643.83,7082.13,1.3,1.3,High,2022-03-07,2022-03-18 00:00:00,Off-Peak,No,No,0
47,Male,Indian,Business,8,Hotel,4,Standard,Direct Booking,739.94,2959.76,3.3,3.7,Moderate,2022-03-08,2022-03-12 00:00:00,Peak,Yes,Yes,3
79,Female,Australian,Transit,1,Private Home,23,Standard,Travel Agency,763.26,17554.98,2,2.1,None,2022-03-09,2022-04-01 00:00:00,Off-Peak,Yes,No,3
32,Male,Others,Leisure,7,Hotel,26,Deluxe,Travel Agency,768.81,19989.06,3.9,2,None,2022-03-10,2022-04-05 00:00:00,Peak,No,Yes,3
52,Female,Others,Leisure,4,Hotel,7,Standard,Travel Agency,997.77,6984.39,3.3,2.9,High,2022-03-11,2022-03-18 00:00:00,Peak,No,No,3
47,Female,British,Transit,9,Hotel,12,Deluxe,Travel Agency,561.38,6736.56,3,3.6,Low,2022-03-12,2022-03-24 00:00:00,Peak,Yes,No,2
21,Female,Indian,Transit,9,Others,12,Suite,Online,88.33,1059.96,1.3,4.2,None,2022-03-13,2022-03-25 00:00:00,Peak,No,No,4
74,Male,Indian,Visiting Friends/Relatives,4,Hostel,15,Suite,Direct Booking,378.74,5681.1,1.6,2.6,High,2022-03-15,2022-03-30 00:00:00,Peak,No,No,0
44,Male,Indian,Leisure,4,Hotel,13,Standard,Online,530.88,6901.44,3.6,2.4,None,2022-03-16,2022-03-29 00:00:00,Off-Peak,Yes,Yes,4
43,Female,Chinese,Business,5,Hostel,22,Standard,Direct Booking,712.39,15672.58,1.4,1,High,2022-03-17,2022-04-08 00:00:00,Off-Peak,Yes,No,3
49,Female,British,Transit,6,Hotel,19,Deluxe,Travel Agency,929.91,17668.29,2.6,4.7,Low,2022-03-18,2022-04-06 00:00:00,Off-Peak,Yes,Yes,1
64,Female,Others,Business,9,Hotel,15,Standard,Travel Agency,157.23,2358.45,4.5,3.5,Moderate,2022-03-19,2022-04-03 00:00:00,Peak,No,No,4
23,Male,Australian,Transit,1,Serviced Apartment,14,Deluxe,Direct Booking,156.15,2186.1,3.6,3.7,None,2022-03-20,2022-04-03 00:00:00,Peak,Yes,Yes,0
50,Male,Chinese,Transit,1,Private Home,12,Deluxe,Travel Agency,959.47,11513.64,1.7,4.8,Moderate,2022-03-21,2022-04-02 00:00:00,Peak,No,Yes,4
37,Female,Chinese,Transit,4,Private Home,8,Deluxe,Online,164.83,1318.64,4.6,4.4,None,2022-03-22,2022-03-30 00:00:00,Off-Peak,Yes,Yes,4
66,Male,Australian,Business,7,Private Home,14,Standard,Online,798.15,11174.1,4.4,3.9,Moderate,2022-03-23,2022-04-06 00:00:00,Off-Peak,Yes,Yes,0
38,Female,Australian,Leisure,5,Serviced Apartment,8,Deluxe,Online,63.45,507.6,3.5,3,High,2022-03-24,2022-04-01 00:00:00,Off-Peak,No,Yes,3
79,Female,Indian,Business,7,Others,28,Deluxe,Direct Booking,697.05,19517.4,3.5,1.9,High,2022-03-25,2022-04-22 00:00:00,Off-Peak,Yes,Yes,4
29,Female,Australian,Leisure,7,Private Home,6,Deluxe,Direct Booking,674.48,4046.88,4.3,4.1,Low,2022-03-27,2022-04-02 00:00:00,Peak,No,No,2
24,Male,American,Business,1,Serviced Apartment,13,Suite,Travel Agency,826.9,10749.7,1.8,4.1,High,2022-03-28,2022-04-10 00:00:00,Peak,No,Yes,4
53,Female,Chinese,Business,3,Hotel,15,Deluxe,Online,630.7,9460.5,3.9,2.4,High,2022-03-29,2022-04-13 00:00:00,Peak,No,No,0
27,Male,Australian,Visiting Friends/Relatives,4,Hostel,10,Suite,Online,930.84,9308.4,4.6,4.3,Low,2022-03-30,2022-04-09 00:00:00,Off-Peak,No,No,2
21,Female,Others,Leisure,1,Others,12,Suite,Direct Booking,170.05,2040.6,1.3,2.9,High,2022-03-31,2022-04-12 00:00:00,Off-Peak,Yes,Yes,4
20,Male,Others,Visiting Friends/Relatives,8,Private Home,7,Deluxe,Online,598.07,4186.49,3.2,2.5,None,2022-04-01,2022-04-08 00:00:00,Off-Peak,Yes,Yes,4
45,Male,Australian,Business,3,Others,10,Standard,Travel Agency,68.82,688.2,3.9,3.2,Moderate,2022-04-02,2022-04-12 00:00:00,Off-Peak,Yes,Yes,0
33,Male,British,Business,7,Serviced Apartment,23,Deluxe,Direct Booking,817.13,18793.99,2,2.9,None,2022-04-03,2022-04-26 00:00:00,Off-Peak,Yes,No,2
45,Female,American,Leisure,3,Others,20,Standard,Direct Booking,635.37,12707.4,2.7,4,High,2022-04-04,2022-04-24 00:00:00,Off-Peak,Yes,No,4
32,Female,Chinese,Business,3,Serviced Apartment,24,Standard,Direct Booking,968.76,23250.24,4.9,1.2,Moderate,2022-04-05,2022-04-29 00:00:00,Off-Peak,No,Yes,0
20,Female,Chinese,Visiting Friends/Relatives,4,Hotel,29,Deluxe,Direct Booking,734.51,21300.79,2.5,3.2,Low,2022-04-07,2022-05-06 00:00:00,Off-Peak,Yes,Yes,4
58,Female,Australian,Visiting Friends/Relatives,4,Private Home,28,Standard,Direct Booking,513.16,14368.48,3.5,2.5,None,2022-04-08,2022-05-06 00:00:00,Peak,Yes,Yes,4
61,Male,Australian,Visiting Friends/Relatives,1,Hostel,5,Standard,Travel Agency,649.38,3246.9,2.5,3.6,None,2022-04-09,2022-04-14 00:00:00,Peak,No,Yes,4
40,Male,American,Transit,4,Hotel,14,Suite,Travel Agency,973.78,13632.92,2.2,3.4,Moderate,2022-04-10,2022-04-24 00:00:00,Peak,Yes,Yes,2
63,Female,American,Leisure,7,Serviced Apartment,11,Standard,Direct Booking,608.68,6695.48,1.8,4.3,Low,2022-04-11,2022-04-22 00:00:00,Peak,Yes,No,1
33,Male,Others,Business,1,Hostel,26,Deluxe,Travel Agency,665.82,17311.32,3,4.2,High,2022-04-12,2022-05-08 00:00:00,Off-Peak,No,No,3
24,Male,Indian,Leisure,4,Serviced Apartment,21,Suite,Travel Agency,113.44,2382.24,2.3,3.2,None,2022-04-13,2022-05-04 00:00:00,Peak,Yes,No,0
22,Male,Chinese,Transit,7,Hostel,14,Standard,Online,299.83,4197.62,2.8,2.8,None,2022-04-14,2022-04-28 00:00:00,Peak,Yes,No,0
79,Female,Indian,Business,1,Private Home,28,Deluxe,Direct Booking,892.76,24997.28,2.8,3,Moderate,2022-04-15,2022-05-13 00:00:00,Off-Peak,No,Yes,2
23,Male,British,Business,2,Serviced Apartment,15,Deluxe,Online,194.48,2917.2,1.9,2.7,None,2022-04-16,2022-05-01 00:00:00,Peak,Yes,No,2
71,Female,Australian,Leisure,9,Others,9,Standard,Travel Agency,341.32,3071.88,1.6,1.3,None,2022-04-17,2022-04-26 00:00:00,Peak,Yes,Yes,3
74,Male,American,Visiting Friends/Relatives,1,Serviced Apartment,2,Standard,Travel Agency,395.59,791.18,4.1,2.7,None,2022-04-19,2022-04-21 00:00:00,Off-Peak,Yes,Yes,3
71,Female,Australian,Visiting Friends/Relatives,9,Hotel,29,Standard,Travel Agency,903,26187,2.8,3.3,Low,2022-04-20,2022-05-19 00:00:00,Off-Peak,Yes,No,0
33,Female,American,Visiting Friends/Relatives,1,Private Home,22,Suite,Direct Booking,478.03,10516.66,1.2,4.4,High,2022-04-21,2022-05-13 00:00:00,Peak,No,Yes,3
23,Female,British,Transit,9,Others,29,Deluxe,Online,468.03,13572.87,3.3,2.1,Moderate,2022-04-22,2022-05-21 00:00:00,Peak,No,No,0
34,Male,American,Transit,4,Hostel,22,Standard,Travel Agency,596.1,13114.2,2,2.4,Moderate,2022-04-23,2022-05-15 00:00:00,Peak,Yes,Yes,3
38,Female,Others,Transit,8,Hostel,22,Deluxe,Online,408.3,8982.6,4.4,4.4,Low,2022-04-24,2022-05-16 00:00:00,Peak,No,Yes,3
24,Male,American,Transit,1,Others,1,Deluxe,Travel Agency,79.07,79.07,1.6,3.1,Moderate,2022-04-25,2022-04-26 00:00:00,Off-Peak,No,Yes,4
48,Male,British,Leisure,8,Hotel,4,Suite,Travel Agency,401.72,1606.88,4.5,1.9,None,2022-04-26,2022-04-30 00:00:00,Peak,Yes,No,0
49,Male,Indian,Leisure,1,Hostel,3,Suite,Travel Agency,410.58,1231.74,4,4.2,Moderate,2022-04-27,2022-04-30 00:00:00,Off-Peak,Yes,Yes,1
20,Male,Chinese,Business,9,Hostel,13,Standard,Direct Booking,915.58,11902.54,2.6,4,None,2022-04-28,2022-05-11 00:00:00,Peak,No,No,2
21,Male,Others,Leisure,2,Others,26,Suite,Online,385.15,10013.9,3.5,4,None,2022-04-30,2022-05-26 00:00:00,Peak,No,No,1
48,Male,Chinese,Leisure,2,Private Home,15,Deluxe,Online,978.52,14677.8,4.5,3.5,Low,2022-05-01,2022-05-16 00:00:00,Peak,No,No,0
47,Female,American,Business,8,Serviced Apartment,24,Suite,Direct Booking,50.9,1221.6,2,4.1,None,2022-05-02,2022-05-26 00:00:00,Peak,Yes,No,3
52,Male,American,Business,7,Serviced Apartment,3,Standard,Direct Booking,987.95,2963.85,4.2,1.4,None,2022-05-03,2022-05-06 00:00:00,Off-Peak,No,Yes,0
21,Female,Chinese,Business,3,Hotel,2,Standard,Direct Booking,280.4,560.8,3.6,4.8,High,2022-05-04,2022-05-06 00:00:00,Peak,No,No,0
71,Female,American,Business,5,Private Home,5,Standard,Direct Booking,896.42,4482.1,4,4.1,Low,2022-05-05,2022-05-10 00:00:00,Off-Peak,Yes,No,2
54,Male,Indian,Visiting Friends/Relatives,5,Others,8,Suite,Travel Agency,86.14,689.12,4,1.4,High,2022-05-06,2022-05-14 00:00:00,Off-Peak,No,Yes,0
60,Female,Indian,Business,9,Others,24,Deluxe,Direct Booking,611.27,14670.48,3.7,1.3,High,2022-05-07,2022-05-31 00:00:00,Peak,No,Yes,2
72,Male,Chinese,Transit,8,Others,7,Deluxe,Travel Agency,822.82,5759.74,1.5,1.3,Low,2022-05-08,2022-05-15 00:00:00,Peak,No,No,3
67,Male,British,Transit,1,Others,8,Standard,Travel Agency,99.48,795.84,1.1,1.9,Low,2022-05-09,2022-05-17 00:00:00,Off-Peak,Yes,Yes,2
20,Female,American,Leisure,3,Others,4,Deluxe,Direct Booking,363.34,1453.36,1.6,2.4,High,2022-05-10,2022-05-14 00:00:00,Off-Peak,Yes,Yes,0
67,Female,Australian,Transit,5,Others,22,Standard,Direct Booking,478.46,10526.12,4.4,3.4,None,2022-05-12,2022-06-03 00:00:00,Peak,No,Yes,0
37,Male,Australian,Visiting Friends/Relatives,2,Hotel,18,Suite,Travel Agency,839.33,15107.94,4.4,4,None,2022-05-13,2022-05-31 00:00:00,Off-Peak,No,No,4
72,Male,American,Leisure,6,Hotel,7,Deluxe,Travel Agency,349.92,2449.44,2.7,3.6,High,2022-05-14,2022-05-21 00:00:00,Off-Peak,No,No,4
44,Female,Others,Transit,1,Private Home,19,Suite,Travel Agency,938.48,17831.12,5,3.6,None,2022-05-15,2022-06-03 00:00:00,Peak,No,Yes,3
25,Male,Australian,Visiting Friends/Relatives,7,Hotel,7,Deluxe,Direct Booking,132.64,928.48,3.1,4.4,High,2022-05-16,2022-05-23 00:00:00,Off-Peak,No,No,0
52,Female,Others,Transit,3,Hostel,4,Suite,Travel Agency,106.06,424.24,3.3,1.2,Low,2022-05-17,2022-05-21 00:00:00,Off-Peak,No,No,0
46,Male,Others,Transit,9,Others,15,Standard,Direct Booking,164.23,2463.45,3.4,1,Low,2022-05-18,2022-06-02 00:00:00,Peak,Yes,Yes,4
56,Male,Others,Transit,4,Serviced Apartment,29,Standard,Online,609.9,17687.1,4.2,3.1,Moderate,2022-05-19,2022-06-17 00:00:00,Peak,No,No,4
71,Male,Australian,Visiting Friends/Relatives,7,Private Home,13,Suite,Direct Booking,870.61,11317.93,1.6,2.5,High,2022-05-20,2022-06-02 00:00:00,Peak,No,No,4
51,Male,British,Transit,2,Others,15,Standard,Direct Booking,818.14,12272.1,2.8,3.6,Moderate,2022-05-21,2022-06-05 00:00:00,Peak,Yes,No,4
34,Female,Others,Business,9,Hostel,26,Suite,Online,363.92,9461.92,4.8,4.5,Low,2022-05-23,2022-06-18 00:00:00,Off-Peak,No,No,2
35,Male,Chinese,Transit,2,Private Home,24,Suite,Direct Booking,996.44,23914.56,3.4,4.2,Low,2022-05-24,2022-06-17 00:00:00,Off-Peak,Yes,Yes,3
69,Female,Australian,Transit,1,Serviced Apartment,20,Deluxe,Online,533.54,10670.8,1.8,3.9,High,2022-05-25,2022-06-14 00:00:00,Off-Peak,No,No,1
79,Female,Others,Transit,2,Others,22,Deluxe,Travel Agency,530.33,11667.26,1.9,2.1,None,2022-05-26,2022-06-17 00:00:00,Peak,Yes,No,4
18,Male,British,Visiting Friends/Relatives,6,Serviced Apartment,9,Suite,Online,368.44,3315.96,2.6,1.9,High,2022-05-27,2022-06-05 00:00:00,Peak,No,Yes,4
37,Male,Australian,Leisure,3,Serviced Apartment,19,Suite,Online,589.22,11195.18,1.1,3.2,Low,2022-05-28,2022-06-16 00:00:00,Peak,Yes,Yes,3
51,Female,Chinese,Business,7,Serviced Apartment,8,Deluxe,Travel Agency,977.31,7818.48,4.2,2.9,High,2022-05-29,2022-06-06 00:00:00,Off-Peak,No,Yes,3
62,Male,Australian,Business,2,Private Home,29,Deluxe,Online,298.67,8661.43,2.6,4.7,None,2022-05-30,2022-06-28 00:00:00,Off-Peak,No,No,0
52,Male,Australian,Transit,9,Private Home,29,Suite,Direct Booking,176.33,5113.57,4.7,4.5,Moderate,2022-05-31,2022-06-29 00:00:00,Off-Peak,No,No,0
26,Female,Australian,Business,5,Hostel,8,Standard,Direct Booking,226.59,1812.72,4.8,3.3,Moderate,2022-06-01,2022-06-09 00:00:00,Peak,Yes,No,3
