Crime_Type,Incident_Date,Location,Report_Time,Weapon_Used,Victim_Age,Victim_Gender,Victim_Nationality,Offender_Age,Offender_Gender,Offender_Nationality,Previous_Offenses,Charges_Filed,Case_Outcome,Crime_Severity,Reported_to_Police,Public_Area,CCTV_Coverage,Community_Watch_Program
Burglary,2021-12-30 13:43:03,South,2021-12-30 14:26:03,Firearm,49,Male,Malaysian,45,Male,Singaporean,4,No,Convicted,Major,No,No,No,No
Burglary,2021-12-31 16:00:00,West,2021-12-31 16:46:00,None,39,Male,Indian,34,Male,Others,3,Yes,Dismissed,Moderate,No,No,Yes,No
Vandalism,2022-01-01 18:16:56,South,2022-01-01 18:35:56,Other,47,Male,Others,21,Male,Malaysian,5,Yes,Convicted,Moderate,Yes,Yes,No,No
Others,2022-01-02 20:33:52,North,2022-01-02 20:45:52,Knife,40,Male,Indian,63,Male,Others,4,No,Dismissed,Major,No,Yes,No,Yes
Others,2022-01-03 22:50:48,North,2022-01-03 23:31:48,Firearm,67,Male,Malaysian,50,Female,Indonesian,9,No,Convicted,Moderate,No,Yes,No,No
Fraud,2022-01-05 01:07:44,South,2022-01-05 01:16:44,None,34,Male,Others,66,Male,Others,5,No,Acquitted,Major,Yes,No,No,No
Drug Offense,2022-01-06 03:24:41,North,2022-01-06 03:35:41,None,38,Male,Others,66,Female,Indonesian,6,Yes,Pending,Moderate,No,No,Yes,No
Burglary,2022-01-07 05:41:37,West,2022-01-07 06:37:37,None,38,Female,Indian,20,Female,Indonesian,9,No,Pending,Moderate,Yes,Yes,Yes,No
Vandalism,2022-01-08 07:58:33,North,2022-01-08 08:05:33,Knife,55,Female,Indonesian,25,Male,Indian,9,No,Pending,Minor,Yes,Yes,Yes,Yes
Vandalism,2022-01-09 10:15:29,North,2022-01-09 11:09:29,Firearm,27,Female,Indian,65,Male,Singaporean,3,No,Dismissed,Moderate,Yes,No,Yes,Yes
Theft,2022-01-10 12:32:25,North,2022-01-10 13:30:25,Firearm,35,Female,Indian,37,Male,Singaporean,8,Yes,Pending,Moderate,Yes,Yes,Yes,Yes
Others,2022-01-11 14:49:22,West,2022-01-11 15:18:22,Knife,47,Male,Others,20,Female,Others,3,No,Acquitted,Moderate,Yes,Yes,Yes,No
Vandalism,2022-01-12 17:06:18,East,2022-01-12 17:49:18,Other,49,Male,Indian,18,Female,Malaysian,3,Yes,Pending,Minor,No,No,Yes,No
Fraud,2022-01-13 19:23:14,South,2022-01-13 20:07:14,Other,71,Female,Indian,36,Male,Indonesian,0,Yes,Acquitted,Major,Yes,No,Yes,Yes
Theft,2022-01-14 21:40:10,West,2022-01-14 22:04:10,None,23,Female,Others,57,Male,Others,4,No,Convicted,Major,Yes,Yes,Yes,Yes
Fraud,2022-01-15 23:57:07,South,2022-01-16 00:55:07,Other,24,Male,Indonesian,70,Male,Malaysian,9,No,Pending,Moderate,No,Yes,No,No
Assault,2022-01-17 02:14:03,North,2022-01-17 02:33:03,None,57,Female,Others,64,Male,Malaysian,9,No,Dismissed,Moderate,Yes,Yes,No,No
Fraud,2022-01-18 04:30:59,North,2022-01-18 05:04:59,None,73,Female,Indonesian,51,Male,Singaporean,7,Yes,Pending,Minor,No,No,Yes,No
Burglary,2022-01-19 06:47:55,West,2022-01-19 07:44:55,None,48,Female,Indian,31,Female,Malaysian,3,No,Acquitted,Minor,No,Yes,Yes,No
Fraud,2022-01-20 09:04:51,West,2022-01-20 09:18:51,None,42,Female,Malaysian,23,Female,Indian,9,No,Dismissed,Major,Yes,No,No,No
Assault,2022-01-21 11:21:48,East,2022-01-21 11:30:48,Firearm,46,Male,Malaysian,59,Female,Indonesian,9,No,Convicted,Minor,Yes,No,No,Yes
Theft,2022-01-22 13:38:44,East,2022-01-22 14:17:44,Firearm,74,Female,Indian,60,Female,Others,6,No,Acquitted,Major,No,Yes,Yes,Yes
Assault,2022-01-23 15:55:40,East,2022-01-23 16:36:40,Other,22,Female,Indian,75,Female,Indonesian,1,No,Dismissed,Moderate,Yes,No,No,No
Others,2022-01-24 18:12:36,South,2022-01-24 19:02:36,Firearm,20,Male,Singaporean,47,Female,Indonesian,9,Yes,Pending,Major,Yes,Yes,Yes,Yes
Burglary,2022-01-25 20:29:32,North,2022-01-25 21:28:32,None,79,Female,Others,59,Female,Others,6,No,Pending,Major,Yes,No,Yes,Yes
Vandalism,2022-01-26 22:46:29,East,2022-01-26 23:00:29,Firearm,70,Female,Indian,23,Male,Malaysian,3,Yes,Acquitted,Moderate,No,No,Yes,Yes
Drug Offense,2022-01-28 01:03:25,West,2022-01-28 01:24:25,None,78,Male,Others,74,Male,Others,7,No,Pending,Minor,No,Yes,Yes,Yes
Fraud,2022-01-29 03:20:21,East,2022-01-29 03:30:21,Knife,62,Male,Indian,39,Female,Others,3,No,Convicted,Major,Yes,No,No,No
Burglary,2022-01-30 05:37:17,South,2022-01-30 06:18:17,Firearm,74,Male,Indian,55,Female,Indian,0,Yes,Dismissed,Minor,Yes,No,Yes,Yes
Drug Offense,2022-01-31 07:54:14,North,2022-01-31 08:12:14,Knife,37,Female,Singaporean,62,Female,Singaporean,7,No,Convicted,Minor,No,No,Yes,Yes
Drug Offense,2022-02-01 10:11:10,East,2022-02-01 11:00:10,Firearm,28,Female,Malaysian,61,Female,Singaporean,1,Yes,Acquitted,Minor,No,Yes,Yes,No
Drug Offense,2022-02-02 12:28:06,South,2022-02-02 12:47:06,Other,64,Male,Indian,52,Male,Indonesian,7,Yes,Pending,Moderate,Yes,Yes,Yes,Yes
Drug Offense,2022-02-03 14:45:02,West,2022-02-03 15:03:02,Firearm,72,Male,Others,35,Female,Indian,9,Yes,Convicted,Major,Yes,No,No,Yes
Fraud,2022-02-04 17:01:58,East,2022-02-04 17:12:58,None,38,Female,Indian,64,Male,Malaysian,5,Yes,Pending,Moderate,No,No,No,No
Fraud,2022-02-05 19:18:55,West,2022-02-05 20:15:55,Firearm,36,Female,Indian,26,Female,Singaporean,1,No,Pending,Moderate,Yes,Yes,No,Yes
Others,2022-02-06 21:35:51,Central,2022-02-06 22:12:51,Knife,34,Female,Indonesian,19,Male,Indian,5,Yes,Acquitted,Moderate,Yes,Yes,Yes,No
Fraud,2022-02-07 23:52:47,South,2022-02-08 00:30:47,Firearm,70,Male,Indonesian,40,Male,Others,2,No,Convicted,Major,Yes,No,Yes,No
Vandalism,2022-02-09 02:09:43,North,2022-02-09 02:57:43,None,34,Male,Singaporean,79,Male,Indonesian,6,No,Convicted,Major,No,No,No,No
Burglary,2022-02-10 04:26:40,South,2022-02-10 04:35:40,Firearm,38,Male,Singaporean,34,Female,Others,4,Yes,Pending,Moderate,Yes,No,No,No
Theft,2022-02-11 06:43:36,Central,2022-02-11 07:32:36,Knife,28,Female,Singaporean,20,Female,Others,6,No,Dismissed,Major,Yes,Yes,No,Yes
Assault,2022-02-12 09:00:32,South,2022-02-12 09:22:32,Other,45,Female,Malaysian,21,Female,Malaysian,4,No,Dismissed,Moderate,No,No,Yes,No
Assault,2022-02-13 11:17:28,East,2022-02-13 11:55:28,None,40,Male,Singaporean,30,Female,Indian,1,No,Acquitted,Major,Yes,No,Yes,No
Burglary,2022-02-14 13:34:24,South,2022-02-14 14:24:24,Firearm,42,Female,Indonesian,36,Male,Singaporean,5,Yes,Dismissed,Minor,No,Yes,Yes,Yes
Fraud,2022-02-15 15:51:21,East,2022-02-15 16:25:21,Other,52,Female,Others,61,Female,Indonesian,7,No,Convicted,Moderate,Yes,No,Yes,Yes
Drug Offense,2022-02-16 18:08:17,Central,2022-02-16 18:47:17,Other,58,Female,Malaysian,42,Male,Indonesian,9,Yes,Acquitted,Major,No,No,Yes,Yes
Vandalism,2022-02-17 20:25:13,North,2022-02-17 21:04:13,Firearm,27,Female,Indian,38,Male,Indian,9,Yes,Acquitted,Moderate,Yes,No,No,Yes
Fraud,2022-02-18 22:42:09,East,2022-02-18 22:53:09,None,75,Male,Malaysian,62,Male,Indonesian,6,Yes,Dismissed,Minor,Yes,Yes,No,No
Fraud,2022-02-20 00:59:05,West,2022-02-20 01:34:05,Knife,38,Female,Others,60,Female,Indian,9,No,Pending,Major,Yes,Yes,No,Yes
Theft,2022-02-21 03:16:02,East,2022-02-21 03:58:02,None,30,Female,Malaysian,57,Female,Singaporean,1,No,Dismissed,Moderate,No,Yes,Yes,Yes
Assault,2022-02-22 05:32:58,Central,2022-02-22 06:18:58,Knife,60,Female,Indian,60,Male,Others,2,Yes,Pending,Minor,No,Yes,Yes,Yes
Theft,2022-02-23 07:49:54,North,2022-02-23 08:48:54,Other,24,Male,Malaysian,45,Male,Others,0,Yes,Dismissed,Moderate,Yes,Yes,No,Yes
Vandalism,2022-02-24 10:06:50,North,2022-02-24 10:47:50,Firearm,35,Female,Malaysian,44,Female,Indian,7,Yes,Pending,Minor,Yes,No,No,Yes
Drug Offense,2022-02-25 12:23:47,West,2022-02-25 12:34:47,None,76,Male,Malaysian,61,Female,Singaporean,3,Yes,Acquitted,Minor,Yes,No,Yes,Yes
Burglary,2022-02-26 14:40:43,Central,2022-02-26 15:14:43,Other,69,Female,Singaporean,72,Female,Singaporean,8,No,Acquitted,Moderate,Yes,Yes,Yes,Yes
Burglary,2022-02-27 16:57:39,South,2022-02-27 17:12:39,Firearm,38,Male,Indonesian,73,Male,Singaporean,2,Yes,Acquitted,Minor,No,No,Yes,No
Fraud,2022-02-28 19:14:35,East,2022-02-28 20:10:35,Knife,62,Male,Indonesian,20,Male,Indian,4,No,Pending,Minor,Yes,No,Yes,Yes
Vandalism,2022-03-01 21:31:31,Central,2022-03-01 21:38:31,Firearm,40,Male,Indonesian,66,Female,Indonesian,7,No,Dismissed,Major,No,Yes,No,Yes
Fraud,2022-03-02 23:48:28,East,2022-03-03 00:36:28,Knife,40,Male,Singaporean,51,Male,Singaporean,0,No,Acquitted,Moderate,Yes,Yes,No,No
Theft,2022-03-04 02:05:24,North,2022-03-04 03:04:24,Knife,37,Male,Others,77,Female,Indonesian,0,No,Dismissed,Major,Yes,Yes,Yes,Yes
Burglary,2022-03-05 04:22:20,South,2022-03-05 05:08:20,Knife,25,Male,Indian,79,Female,Malaysian,2,No,Pending,Minor,No,Yes,No,No
Fraud,2022-03-06 06:39:16,South,2022-03-06 07:10:16,None,23,Female,Indonesian,32,Male,Malaysian,9,No,Dismissed,Major,Yes,Yes,No,Yes
Drug Offense,2022-03-07 08:56:12,West,2022-03-07 09:47:12,None,56,Female,Indian,66,Female,Others,5,Yes,Pending,Moderate,No,No,No,Yes
Drug Offense,2022-03-08 11:13:09,Central,2022-03-08 11:24:09,Knife,57,Female,Indian,32,Male,Indonesian,5,Yes,Acquitted,Major,No,Yes,No,No
Assault,2022-03-09 13:30:05,East,2022-03-09 13:33:05,Other,34,Male,Indian,61,Female,Indian,3,No,Acquitted,Minor,Yes,Yes,No,No
Vandalism,2022-03-10 15:47:01,Central,2022-03-10 16:41:01,None,63,Male,Singaporean,42,Female,Malaysian,3,No,Acquitted,Moderate,Yes,Yes,Yes,Yes
Theft,2022-03-11 18:03:57,North,2022-03-11 18:07:57,Firearm,78,Male,Malaysian,62,Female,Indian,1,Yes,Pending,Minor,Yes,No,Yes,Yes
Others,2022-03-12 20:20:54,Central,2022-03-12 20:34:54,None,52,Male,Singaporean,51,Female,Indonesian,3,No,Convicted,Moderate,No,No,No,Yes
Assault,2022-03-13 22:37:50,South,2022-03-13 22:42:50,Firearm,23,Male,Indian,42,Female,Malaysian,2,Yes,Dismissed,Moderate,No,Yes,No,Yes
Theft,2022-03-15 00:54:46,East,2022-03-15 01:37:46,Firearm,73,Female,Indian,77,Male,Malaysian,4,Yes,Dismissed,Minor,No,Yes,Yes,No
Burglary,2022-03-16 03:11:42,West,2022-03-16 03:50:42,None,24,Male,Others,29,Male,Malaysian,2,No,Pending,Minor,No,No,No,No
Drug Offense,2022-03-17 05:28:38,East,2022-03-17 05:34:38,None,57,Male,Indonesian,26,Male,Others,8,Yes,Dismissed,Minor,No,No,Yes,Yes
Vandalism,2022-03-18 07:45:35,West,2022-03-18 08:35:35,Knife,48,Male,Malaysian,28,Male,Malaysian,0,No,Dismissed,Moderate,Yes,No,Yes,No
Others,2022-03-19 10:02:31,East,2022-03-19 10:39:31,Knife,66,Male,Indian,45,Male,Singaporean,4,Yes,Acquitted,Major,No,Yes,Yes,Yes
Drug Offense,2022-03-20 12:19:27,North,2022-03-20 12:31:27,Knife,55,Female,Indian,68,Female,Indonesian,0,No,Pending,Major,No,No,Yes,Yes
Assault,2022-03-21 14:36:23,South,2022-03-21 15:34:23,Other,79,Female,Others,50,Female,Indian,9,No,Dismissed,Moderate,Yes,No,No,Yes
Fraud,2022-03-22 16:53:20,Central,2022-03-22 17:39:20,Other,27,Male,Singaporean,67,Female,Indian,1,Yes,Pending,Major,No,Yes,No,Yes
Theft,2022-03-23 19:10:16,South,2022-03-23 20:00:16,None,61,Male,Indian,65,Female,Indian,3,No,Pending,Major,No,Yes,No,Yes
Vandalism,2022-03-24 21:27:12,South,2022-03-24 22:22:12,Firearm,74,Female,Indonesian,45,Male,Others,2,No,Dismissed,Major,Yes,No,Yes,No
Theft,2022-03-25 23:44:08,Central,2022-03-26 00:02:08,Other,41,Male,Singaporean,40,Female,Others,1,No,Acquitted,Moderate,Yes,No,No,No
Fraud,2022-03-27 02:01:04,North,2022-03-27 02:19:04,None,44,Male,Indonesian,24,Male,Malaysian,8,No,Convicted,Minor,No,No,Yes,No
Others,2022-03-28 04:18:01,Central,2022-03-28 05:09:01,Other,77,Female,Malaysian,48,Female,Indian,6,Yes,Dismissed,Major,Yes,Yes,Yes,Yes
Fraud,2022-03-29 06:34:57,South,2022-03-29 06:38:57,None,20,Female,Malaysian,25,Male,Indian,4,Yes,Pending,Minor,No,No,Yes,No
Fraud,2022-03-30 08:51:53,East,2022-03-30 09:46:53,Other,34,Male,Others,20,Female,Indonesian,3,Yes,Pending,Major,No,Yes,No,Yes
Assault,2022-03-31 11:08:49,North,2022-03-31 11:36:49,Knife,26,Male,Singaporean,54,Male,Indian,3,Yes,Dismissed,Moderate,Yes,No,Yes,Yes
Burglary,2022-04-01 13:25:45,Central,2022-04-01 14:12:45,Other,50,Male,Indian,21,Female,Indian,5,Yes,Convicted,Minor,Yes,No,Yes,Yes
Fraud,2022-04-02 15:42:42,East,2022-04-02 15:43:42,None,31,Female,Singaporean,48,Female,Indonesian,7,Yes,Acquitted,Moderate,No,Yes,Yes,No
Assault,2022-04-03 17:59:38,South,2022-04-03 18:51:38,Firearm,40,Female,Malaysian,44,Female,Malaysian,4,Yes,Dismissed,Minor,No,No,Yes,No
Burglary,2022-04-04 20:16:34,West,2022-04-04 20:46:34,Knife,20,Male,Malaysian,63,Male,Indonesian,8,No,Acquitted,Moderate,No,No,Yes,Yes
Burglary,2022-04-05 22:33:30,North,2022-04-05 22:44:30,Other,51,Male,Others,58,Male,Indonesian,7,Yes,Acquitted,Minor,No,No,Yes,Yes
Vandalism,2022-04-07 00:50:27,South,2022-04-07 01:18:27,Other,77,Female,Others,63,Male,Malaysian,8,Yes,Convicted,Major,No,Yes,Yes,No
Vandalism,2022-04-08 03:07:23,East,2022-04-08 03:54:23,None,79,Female,Indian,56,Male,Others,4,No,Acquitted,Moderate,No,Yes,Yes,No
Drug Offense,2022-04-09 05:24:19,North,2022-04-09 06:02:19,Firearm,19,Male,Indian,29,Female,Singaporean,0,Yes,Acquitted,Minor,Yes,No,No,Yes
Vandalism,2022-04-10 07:41:15,East,2022-04-10 08:13:15,Knife,26,Male,Indian,33,Female,Others,7,Yes,Acquitted,Minor,No,No,Yes,No
Vandalism,2022-04-11 09:58:11,South,2022-04-11 10:12:11,Firearm,44,Male,Singaporean,48,Female,Others,6,No,Pending,Moderate,Yes,No,Yes,No
Others,2022-04-12 12:15:08,West,2022-04-12 12:38:08,Knife,22,Male,Singaporean,78,Female,Indonesian,1,Yes,Dismissed,Minor,No,Yes,Yes,No
Vandalism,2022-04-13 14:32:04,South,2022-04-13 14:59:04,Other,24,Female,Malaysian,36,Male,Singaporean,8,Yes,Convicted,Minor,No,Yes,No,No
Others,2022-04-14 16:49:00,Central,2022-04-14 17:17:00,None,70,Female,Malaysian,52,Male,Malaysian,9,No,Acquitted,Moderate,No,Yes,No,Yes
Fraud,2022-04-15 19:05:56,South,2022-04-15 19:55:56,Knife,69,Male,Indian,37,Female,Indian,1,No,Convicted,Moderate,Yes,No,No,Yes
Assault,2022-04-16 21:22:52,East,2022-04-16 22:02:52,Other,51,Female,Malaysian,67,Female,Singaporean,2,Yes,Acquitted,Major,Yes,No,Yes,Yes
Theft,2022-04-17 23:39:49,Central,2022-04-18 00:13:49,Other,33,Male,Indian,34,Female,Singaporean,5,Yes,Acquitted,Major,No,Yes,Yes,No
Vandalism,2022-04-19 01:56:45,East,2022-04-19 02:43:45,None,71,Male,Singaporean,45,Female,Indian,2,Yes,Pending,Moderate,Yes,Yes,Yes,No
Others,2022-04-20 04:13:41,East,2022-04-20 04:28:41,Other,74,Female,Singaporean,18,Female,Indonesian,6,No,Pending,Moderate,Yes,Yes,No,No
Vandalism,2022-04-21 06:30:37,North,2022-04-21 06:32:37,None,53,Male,Singaporean,48,Male,Others,7,No,Pending,Moderate,No,No,Yes,Yes
Vandalism,2022-04-22 08:47:34,South,2022-04-22 08:48:34,None,32,Male,Malaysian,28,Female,Others,7,Yes,Dismissed,Moderate,No,No,Yes,Yes
Others,2022-04-23 11:04:30,East,2022-04-23 11:43:30,None,40,Male,Indian,51,Female,Others,2,Yes,Dismissed,Major,Yes,Yes,No,Yes
Fraud,2022-04-24 13:21:26,East,2022-04-24 14:18:26,None,25,Female,Malaysian,35,Female,Others,2,No,Pending,Moderate,No,Yes,No,No
Drug Offense,2022-04-25 15:38:22,East,2022-04-25 16:05:22,Other,24,Male,Others,51,Male,Malaysian,8,No,Convicted,Major,No,No,Yes,Yes
Fraud,2022-04-26 17:55:18,West,2022-04-26 18:02:18,Knife,34,Female,Indonesian,24,Female,Others,2,Yes,Convicted,Moderate,No,Yes,No,Yes
Vandalism,2022-04-27 20:12:15,Central,2022-04-27 20:41:15,Knife,72,Male,Singaporean,39,Male,Indonesian,7,No,Dismissed,Moderate,Yes,No,Yes,Yes
Theft,2022-04-28 22:29:11,South,2022-04-28 23:19:11,Firearm,42,Male,Indonesian,46,Female,Indian,3,No,Acquitted,Minor,No,Yes,Yes,No
Theft,2022-04-30 00:46:07,East,2022-04-30 01:08:07,None,55,Female,Others,60,Male,Malaysian,7,No,Pending,Minor,Yes,Yes,Yes,No
Theft,2022-05-01 03:03:03,East,2022-05-01 03:49:03,None,55,Female,Indian,20,Female,Malaysian,4,No,Acquitted,Major,Yes,No,Yes,Yes
Burglary,2022-05-02 05:20:00,Central,2022-05-02 05:43:00,Firearm,60,Female,Indian,74,Female,Malaysian,6,Yes,Dismissed,Moderate,No,Yes,Yes,No
Burglary,2022-05-03 07:36:56,Central,2022-05-03 08:16:56,None,51,Female,Malaysian,21,Female,Indian,1,Yes,Convicted,Moderate,Yes,Yes,Yes,No
Drug Offense,2022-05-04 09:53:52,South,2022-05-04 10:02:52,Knife,52,Female,Indonesian,71,Female,Malaysian,1,Yes,Pending,Minor,No,No,No,Yes
Drug Offense,2022-05-05 12:10:48,Central,2022-05-05 12:16:48,None,28,Female,Indian,34,Male,Indian,2,No,Pending,Major,Yes,No,No,Yes
Theft,2022-05-06 14:27:44,East,2022-05-06 15:22:44,None,37,Female,Malaysian,33,Male,Others,5,Yes,Dismissed,Major,Yes,No,No,Yes
Assault,2022-05-07 16:44:41,Central,2022-05-07 17:14:41,Other,42,Female,Indian,25,Male,Malaysian,0,Yes,Pending,Minor,No,Yes,No,No
Burglary,2022-05-08 19:01:37,South,2022-05-08 19:04:37,None,32,Female,Others,50,Female,Singaporean,3,Yes,Pending,Major,Yes,No,No,No
Assault,2022-05-09 21:18:33,North,2022-05-09 21:21:33,Firearm,79,Female,Indonesian,67,Male,Malaysian,4,Yes,Dismissed,Minor,Yes,No,No,No
Theft,2022-05-10 23:35:29,South,2022-05-11 00:11:29,Firearm,40,Female,Singaporean,69,Female,Others,3,Yes,Pending,Minor,No,Yes,No,No
Vandalism,2022-05-12 01:52:25,North,2022-05-12 02:02:25,Other,49,Male,Malaysian,61,Female,Indian,9,No,Dismissed,Minor,No,Yes,No,Yes
Fraud,2022-05-13 04:09:22,East,2022-05-13 04:52:22,Other,50,Female,Indian,67,Female,Indian,5,Yes,Dismissed,Moderate,No,No,Yes,No
Vandalism,2022-05-14 06:26:18,East,2022-05-14 06:44:18,Other,54,Female,Malaysian,51,Female,Indonesian,2,No,Convicted,Major,Yes,Yes,No,Yes
Assault,2022-05-15 08:43:14,South,2022-05-15 09:28:14,Firearm,44,Male,Indonesian,31,Female,Indonesian,4,No,Acquitted,Major,No,Yes,No,No
Assault,2022-05-16 11:00:10,North,2022-05-16 11:34:10,Other,30,Female,Indonesian,47,Male,Malaysian,4,Yes,Dismissed,Major,Yes,Yes,Yes,Yes
Drug Offense,2022-05-17 13:17:07,Central,2022-05-17 13:53:07,Firearm,51,Male,Singaporean,71,Male,Indonesian,6,No,Convicted,Moderate,Yes,No,Yes,No
Assault,2022-05-18 15:34:03,East,2022-05-18 15:44:03,Knife,27,Female,Singaporean,58,Female,Others,3,Yes,Acquitted,Minor,No,Yes,No,Yes
Theft,2022-05-19 17:50:59,South,2022-05-19 18:40:59,Firearm,49,Female,Singaporean,42,Female,Singaporean,4,Yes,Acquitted,Minor,Yes,No,Yes,No
Burglary,2022-05-20 20:07:55,South,2022-05-20 20:16:55,None,48,Female,Indonesian,58,Female,Others,5,No,Dismissed,Moderate,No,No,Yes,Yes
Assault,2022-05-21 22:24:51,South,2022-05-21 23:03:51,None,26,Female,Malaysian,67,Female,Indonesian,5,No,Dismissed,Minor,Yes,No,Yes,Yes
Assault,2022-05-23 00:41:48,Central,2022-05-23 01:03:48,Other,23,Female,Indian,64,Male,Others,4,Yes,Convicted,Moderate,Yes,No,Yes,Yes
Fraud,2022-05-24 02:58:44,East,2022-05-24 03:34:44,Other,74,Male,Indian,52,Female,Indonesian,4,Yes,Convicted,Major,Yes,Yes,No,Yes
Drug Offense,2022-05-25 05:15:40,East,2022-05-25 06:14:40,Firearm,20,Female,Singaporean,36,Female,Singaporean,8,Yes,Dismissed,Major,No,Yes,No,No
Vandalism,2022-05-26 07:32:36,Central,2022-05-26 08:17:36,None,22,Female,Others,25,Female,Indonesian,8,Yes,Pending,Major,No,Yes,No,Yes
Assault,2022-05-27 09:49:32,North,2022-05-27 10:33:32,None,46,Male,Others,19,Female,Others,6,No,Dismissed,Major,No,No,No,No
Fraud,2022-05-28 12:06:29,East,2022-05-28 12:55:29,Firearm,22,Male,Singaporean,57,Female,Indonesian,7,No,Dismissed,Major,Yes,No,No,Yes
Fraud,2022-05-29 14:23:25,West,2022-05-29 14:45:25,Knife,72,Male,Singaporean,76,Female,Indian,1,Yes,Dismissed,Minor,Yes,No,Yes,Yes
Assault,2022-05-30 16:40:21,North,2022-05-30 17:22:21,Knife,41,Male,Indian,46,Female,Indian,5,Yes,Convicted,Major,Yes,No,No,No
Burglary,2022-05-31 18:57:17,South,2022-05-31 19:21:17,Firearm,28,Male,Singaporean,43,Female,Indonesian,9,No,Dismissed,Moderate,No,No,Yes,No
Assault,2022-06-01 21:14:14,West,2022-06-01 21:31:14,Knife,56,Female,Malaysian,73,Male,Others,0,Yes,Convicted,Minor,Yes,Yes,Yes,No
Assault,2022-06-02 23:31:10,North,2022-06-02 23:37:10,Firearm,66,Male,Others,29,Male,Others,5,Yes,Acquitted,Minor,Yes,Yes,No,Yes
Fraud,2022-06-04 01:48:06,North,2022-06-04 02:29:06,Other,60,Male,Singaporean,25,Female,Indonesian,0,Yes,Convicted,Minor,Yes,No,Yes,No
Assault,2022-06-05 04:05:02,East,2022-06-05 04:32:02,Firearm,47,Male,Malaysian,43,Male,Singaporean,8,Yes,Dismissed,Moderate,Yes,Yes,No,Yes
Fraud,2022-06-06 06:21:58,North,2022-06-06 07:18:58,None,32,Female,Malaysian,69,Female,Indian,6,Yes,Acquitted,Moderate,No,Yes,Yes,Yes
Burglary,2022-06-07 08:38:55,North,2022-06-07 09:00:55,None,75,Male,Indonesian,44,Male,Singaporean,7,Yes,Acquitted,Moderate,Yes,Yes,Yes,No
Assault,2022-06-08 10:55:51,West,2022-06-08 10:58:51,None,77,Male,Malaysian,36,Female,Indonesian,6,No,Pending,Major,No,No,Yes,Yes
Fraud,2022-06-09 13:12:47,South,2022-06-09 13:43:47,None,54,Male,Indonesian,67,Female,Others,8,No,Convicted,Minor,Yes,No,Yes,Yes
Others,2022-06-10 15:29:43,East,2022-06-10 15:58:43,Other,20,Male,Singaporean,51,Male,Indonesian,1,Yes,Dismissed,Minor,No,Yes,Yes,No
Drug Offense,2022-06-11 17:46:40,South,2022-06-11 18:20:40,Firearm,76,Female,Indonesian,55,Male,Indonesian,4,No,Dismissed,Moderate,No,Yes,Yes,No
Assault,2022-06-12 20:03:36,Central,2022-06-12 20:10:36,Firearm,43,Male,Indian,21,Male,Singaporean,3,No,Convicted,Minor,Yes,Yes,Yes,Yes
Drug Offense,2022-06-13 22:20:32,West,2022-06-13 22:40:32,Firearm,29,Male,Singaporean,45,Female,Indian,2,No,Acquitted,Moderate,Yes,Yes,No,Yes
Assault,2022-06-15 00:37:28,Central,2022-06-15 01:21:28,Other,30,Male,Indonesian,26,Male,Others,0,Yes,Dismissed,Moderate,No,No,Yes,No
Fraud,2022-06-16 02:54:24,North,2022-06-16 03:47:24,Knife,56,Male,Indian,61,Female,Malaysian,1,Yes,Convicted,Moderate,No,Yes,No,No
Assault,2022-06-17 05:11:21,North,2022-06-17 05:30:21,None,42,Female,Indian,41,Female,Malaysian,6,No,Pending,Major,No,Yes,Yes,Yes
Others,2022-06-18 07:28:17,Central,2022-06-18 07:57:17,Knife,61,Female,Indonesian,74,Female,Indian,9,No,Convicted,Major,No,Yes,Yes,Yes
Drug Offense,2022-06-19 09:45:13,North,2022-06-19 09:49:13,Knife,31,Female,Indian,73,Male,Others,7,No,Convicted,Moderate,Yes,No,Yes,No
Drug Offense,2022-06-20 12:02:09,North,2022-06-20 12:52:09,Other,21,Male,Singaporean,76,Female,Indonesian,7,Yes,Convicted,Major,Yes,Yes,No,Yes
Vandalism,2022-06-21 14:19:05,East,2022-06-21 14:32:05,Other,47,Male,Indonesian,19,Male,Malaysian,4,Yes,Acquitted,Minor,Yes,Yes,Yes,No
Drug Offense,2022-06-22 16:36:02,South,2022-06-22 16:55:02,Other,45,Female,Singaporean,24,Female,Indonesian,9,No,Dismissed,Moderate,No,No,Yes,Yes
Assault,2022-06-23 18:52:58,West,2022-06-23 19:36:58,None,46,Female,Indian,68,Female,Indian,5,Yes,Pending,Major,Yes,Yes,No,Yes
Assault,2022-06-24 21:09:54,West,2022-06-24 21:16:54,Knife,24,Male,Singaporean,33,Female,Others,2,Yes,Convicted,Minor,Yes,Yes,No,No
Theft,2022-06-25 23:26:50,Central,2022-06-25 23:56:50,Other,29,Male,Others,50,Male,Singaporean,3,No,Dismissed,Moderate,No,No,No,Yes
Burglary,2022-06-27 01:43:47,Central,2022-06-27 02:28:47,Other,30,Female,Indonesian,26,Female,Indian,9,Yes,Acquitted,Minor,Yes,No,Yes,No
Vandalism,2022-06-28 04:00:43,South,2022-06-28 04:34:43,Knife,76,Male,Singaporean,38,Male,Malaysian,7,Yes,Dismissed,Minor,No,Yes,Yes,No
Others,2022-06-29 06:17:39,West,2022-06-29 06:46:39,Other,68,Female,Others,63,Female,Malaysian,4,Yes,Convicted,Minor,Yes,No,Yes,Yes
