Age,Gender,Major,GPA,Enrollment_Status,Year_in_Program,Extracurricular_Activity,Nationality,Language_Spoken,Study_Abroad_Interest,Scholarship_Status,Dormitory_Resident,Visa_Status,Previous_Education,Parental_Occupation,Financial_Aid,Interview_Date
22,Male,Service Training,3.1,Full-time,3,Sports,Others,Others,No,Recipient,Yes,Permanent Resident,International School,Business,No,2023-10-19
19,Female,Business,3.2,Part-time,4,Sports,Indonesian,Tamil,Yes,Non-Recipient,Yes,Others,International School,Business,No,2021-05-04
21,Female,Information Technology,3.51,Full-time,3,Volunteering,Singaporean,Malay,Yes,Non-Recipient,Yes,Others,International School,Others,Yes,2021-10-09
23,Male,Business,3.41,Full-time,1,Volunteering,Indian,Malay,No,Non-Recipient,No,Citizen,International School,Service,Yes,2022-09-12
19,Male,Information Technology,2.5,Full-time,1,Sports,Malaysian,Tamil,Yes,Recipient,No,Others,Local School,Others,Yes,2022-08-12
19,Female,FinTech,3.08,Part-time,3,Volunteering,Singaporean,Tamil,Yes,Non-Recipient,Yes,Others,Others,Education,No,2023-07-01
18,Male,Machine Learning,3.39,Part-time,3,None,Indonesian,Mandarin,Yes,Recipient,Yes,Citizen,International School,Others,Yes,2023-06-20
24,Female,FinTech,2.37,Full-time,2,Sports,Indonesian,Tamil,No,Recipient,Yes,Others,International School,Service,Yes,2021-11-04
21,Female,Business,3.57,Full-time,1,Sports,Singaporean,Tamil,Yes,Recipient,Yes,Student Visa,International School,Healthcare,Yes,2023-10-07
24,Female,Information Technology,3.7,Full-time,1,Arts,Singaporean,English,No,Non-Recipient,Yes,Others,Others,Others,No,2021-12-21
23,Female,Hospitality Management,3.87,Full-time,1,None,Malaysian,Others,Yes,Non-Recipient,No,Citizen,Others,Service,No,2023-01-02
22,Female,AI,2.44,Full-time,1,Arts,Indonesian,Malay,No,Recipient,Yes,Others,Home Schooling,Business,No,2023-12-16
21,Female,Machine Learning,2.82,Part-time,3,None,Indonesian,Malay,Yes,Recipient,No,Others,Local School,Others,Yes,2021-07-11
23,Female,AI,3.88,Full-time,3,Arts,Singaporean,Mandarin,No,Non-Recipient,No,Permanent Resident,Local School,Service,Yes,2021-09-20
18,Female,Machine Learning,2.36,Full-time,1,Sports,Indonesian,Others,No,Recipient,Yes,Others,Home Schooling,Others,No,2022-04-27
24,Female,FinTech,3.66,Part-time,3,Arts,Malaysian,Others,No,Non-Recipient,Yes,Student Visa,Local School,Education,Yes,2022-10-02
18,Male,Service Training,2.97,Part-time,3,None,Indonesian,Mandarin,No,Non-Recipient,Yes,Permanent Resident,Home Schooling,Education,Yes,2022-11-02
23,Female,AI,2.4,Full-time,3,Sports,Singaporean,Malay,Yes,Non-Recipient,No,Others,Home Schooling,Education,No,2021-03-10
23,Male,Service Training,3.6,Part-time,2,Volunteering,Indonesian,Tamil,Yes,Recipient,Yes,Permanent Resident,Others,Business,No,2023-03-10
20,Male,Service Training,2.31,Part-time,2,Sports,Indian,Others,No,Recipient,Yes,Permanent Resident,Local School,Service,No,2021-03-12
23,Female,FinTech,3.38,Part-time,2,Arts,Singaporean,Tamil,Yes,Recipient,No,Permanent Resident,Local School,Education,Yes,2021-10-13
20,Male,Business,2.76,Full-time,4,Volunteering,Malaysian,English,Yes,Non-Recipient,No,Student Visa,Home Schooling,Healthcare,No,2021-06-09
19,Female,Hospitality Management,3.05,Full-time,2,Volunteering,Singaporean,Tamil,Yes,Recipient,No,Student Visa,Home Schooling,Education,Yes,2023-03-03
23,Female,FinTech,3.35,Full-time,3,Sports,Others,Malay,Yes,Recipient,No,Citizen,Others,Service,No,2022-10-05
21,Female,Hospitality Management,3.02,Part-time,2,Volunteering,Indonesian,Others,Yes,Recipient,Yes,Student Visa,Home Schooling,Business,Yes,2023-05-21
19,Female,Information Technology,2.51,Part-time,1,Arts,Indonesian,Mandarin,No,Recipient,No,Citizen,International School,Education,No,2022-04-15
23,Male,Machine Learning,2.36,Part-time,4,Volunteering,Singaporean,English,No,Recipient,No,Others,Local School,Education,Yes,2021-01-15
24,Female,Hospitality Management,3.18,Part-time,3,Volunteering,Singaporean,Malay,Yes,Non-Recipient,Yes,Student Visa,Others,Education,Yes,2022-09-24
24,Male,Hospitality Management,2.32,Part-time,3,None,Malaysian,Malay,Yes,Recipient,No,Citizen,Home Schooling,Education,Yes,2021-11-26
19,Female,Service Training,3.09,Full-time,2,Sports,Singaporean,Others,No,Non-Recipient,Yes,Permanent Resident,Others,Education,No,2022-03-11
19,Female,Information Technology,3.06,Part-time,2,None,Others,English,No,Recipient,No,Student Visa,Local School,Healthcare,No,2022-01-27
24,Male,Machine Learning,3.35,Part-time,1,Sports,Others,English,Yes,Recipient,Yes,Others,Home Schooling,Healthcare,Yes,2021-09-05
23,Female,Information Technology,3.87,Part-time,4,Arts,Others,Mandarin,No,Non-Recipient,No,Citizen,Others,Service,No,2021-12-08
24,Female,Service Training,3.44,Part-time,3,None,Singaporean,Malay,Yes,Recipient,Yes,Permanent Resident,Local School,Healthcare,No,2022-01-02
20,Female,Business,3.82,Part-time,2,Arts,Singaporean,English,Yes,Recipient,Yes,Others,International School,Healthcare,Yes,2023-09-07
19,Male,Machine Learning,2.07,Full-time,1,Arts,Indonesian,Mandarin,Yes,Non-Recipient,No,Others,Local School,Others,Yes,2023-11-15
24,Male,Machine Learning,3.05,Full-time,4,Volunteering,Singaporean,Others,No,Recipient,No,Others,International School,Healthcare,No,2021-06-21
19,Male,Information Technology,3.49,Part-time,2,Sports,Others,Mandarin,No,Non-Recipient,Yes,Others,Others,Education,No,2023-07-19
21,Female,Hospitality Management,3.21,Full-time,1,Arts,Indian,Others,Yes,Non-Recipient,Yes,Student Visa,Home Schooling,Business,Yes,2021-04-28
18,Female,FinTech,3.34,Full-time,3,None,Indonesian,English,No,Recipient,Yes,Student Visa,Local School,Business,No,2022-12-26
21,Female,Service Training,2.36,Part-time,2,None,Indonesian,Tamil,Yes,Recipient,Yes,Student Visa,Local School,Healthcare,Yes,2021-01-10
18,Male,FinTech,2.58,Part-time,3,Volunteering,Malaysian,Mandarin,No,Recipient,No,Others,Home Schooling,Others,No,2021-02-09
19,Male,Information Technology,2.14,Part-time,1,None,Indonesian,Mandarin,Yes,Recipient,No,Permanent Resident,Home Schooling,Business,Yes,2021-02-11
21,Female,AI,3.16,Part-time,2,Sports,Singaporean,Others,Yes,Recipient,Yes,Permanent Resident,Others,Healthcare,Yes,2021-12-22
23,Female,Information Technology,2.42,Part-time,4,None,Singaporean,Mandarin,Yes,Non-Recipient,Yes,Student Visa,Others,Healthcare,No,2022-11-24
22,Male,Information Technology,2.85,Full-time,3,Sports,Others,Others,No,Recipient,No,Permanent Resident,Others,Service,No,2021-06-05
19,Male,Information Technology,3.44,Part-time,1,Sports,Singaporean,Malay,Yes,Recipient,No,Permanent Resident,International School,Healthcare,No,2023-07-06
24,Male,Business,3.95,Full-time,1,None,Indonesian,Tamil,No,Non-Recipient,Yes,Others,Home Schooling,Education,Yes,2022-12-18
21,Female,Business,2.54,Full-time,1,Sports,Indonesian,Mandarin,Yes,Non-Recipient,Yes,Others,International School,Healthcare,No,2021-03-23
23,Female,Machine Learning,2.04,Part-time,4,Arts,Singaporean,Tamil,No,Non-Recipient,No,Citizen,International School,Healthcare,Yes,2022-09-03
24,Male,FinTech,2.99,Full-time,4,Sports,Singaporean,Mandarin,No,Non-Recipient,Yes,Citizen,International School,Education,No,2023-04-19
21,Male,Business,3.69,Part-time,1,None,Others,Malay,Yes,Recipient,Yes,Others,Home Schooling,Service,Yes,2022-02-05
20,Male,Hospitality Management,2.45,Part-time,4,Arts,Singaporean,Tamil,No,Non-Recipient,Yes,Permanent Resident,Others,Service,Yes,2023-03-17
20,Female,Business,3.71,Part-time,1,Sports,Singaporean,Tamil,Yes,Non-Recipient,Yes,Others,International School,Business,No,2023-03-16
20,Male,Business,2.98,Full-time,4,None,Indonesian,Others,No,Recipient,Yes,Student Visa,International School,Education,Yes,2022-12-05
18,Male,Information Technology,3.51,Full-time,4,Volunteering,Indonesian,Others,Yes,Recipient,No,Student Visa,Home Schooling,Healthcare,Yes,2023-04-19
21,Male,Information Technology,2.68,Part-time,3,Arts,Malaysian,Tamil,No,Non-Recipient,No,Student Visa,Home Schooling,Service,No,2022-09-14
20,Female,Hospitality Management,3.23,Part-time,1,Volunteering,Singaporean,Tamil,No,Non-Recipient,No,Others,International School,Education,Yes,2021-12-09
20,Male,AI,3.06,Full-time,2,None,Singaporean,English,No,Non-Recipient,Yes,Permanent Resident,International School,Business,Yes,2021-03-04
21,Male,Business,3.53,Part-time,1,Volunteering,Malaysian,Others,No,Recipient,No,Others,Local School,Healthcare,Yes,2023-10-08
24,Female,Business,2.05,Full-time,4,Sports,Others,Others,Yes,Non-Recipient,No,Citizen,Local School,Healthcare,No,2023-03-22
20,Female,Hospitality Management,3.74,Part-time,2,Arts,Indian,Others,Yes,Non-Recipient,No,Student Visa,Local School,Healthcare,No,2023-12-09
22,Male,AI,2.99,Full-time,2,None,Indonesian,Tamil,Yes,Recipient,No,Permanent Resident,International School,Healthcare,No,2021-09-04
18,Male,FinTech,2.68,Part-time,2,Sports,Others,English,No,Recipient,No,Permanent Resident,Others,Healthcare,Yes,2021-02-15
21,Male,FinTech,2.75,Full-time,3,Arts,Indian,Malay,No,Recipient,Yes,Citizen,Home Schooling,Healthcare,Yes,2022-01-27
21,Female,Service Training,3.56,Full-time,4,Arts,Malaysian,Malay,No,Recipient,Yes,Student Visa,Home Schooling,Business,Yes,2022-11-15
21,Female,FinTech,3.23,Part-time,1,Arts,Indonesian,Tamil,No,Non-Recipient,Yes,Citizen,Home Schooling,Healthcare,No,2022-07-17
21,Male,Machine Learning,2.3,Part-time,2,Volunteering,Others,Malay,No,Non-Recipient,Yes,Citizen,Local School,Education,Yes,2023-10-02
21,Female,Machine Learning,2.01,Full-time,1,Sports,Singaporean,Mandarin,Yes,Non-Recipient,No,Others,Home Schooling,Healthcare,No,2023-08-11
19,Male,Machine Learning,3.83,Part-time,4,Sports,Indian,Mandarin,No,Recipient,No,Permanent Resident,International School,Others,No,2023-04-25
21,Male,Service Training,2.61,Full-time,3,Sports,Singaporean,Malay,Yes,Non-Recipient,Yes,Others,International School,Others,No,2021-01-25
20,Female,Information Technology,3.72,Full-time,3,None,Singaporean,Mandarin,No,Non-Recipient,No,Others,International School,Healthcare,No,2023-09-03
18,Female,Information Technology,3.8,Part-time,1,Arts,Indian,Others,Yes,Non-Recipient,Yes,Permanent Resident,Others,Service,Yes,2021-07-19
21,Female,FinTech,3.07,Full-time,3,None,Indonesian,Others,No,Recipient,No,Student Visa,International School,Healthcare,Yes,2021-01-13
19,Male,Service Training,2.73,Part-time,2,Volunteering,Indian,Mandarin,No,Non-Recipient,No,Student Visa,Home Schooling,Service,No,2022-12-22
22,Male,AI,2.53,Full-time,4,Volunteering,Indian,Malay,No,Recipient,No,Citizen,Home Schooling,Business,No,2021-05-02
22,Female,FinTech,2.7,Full-time,3,None,Others,Tamil,Yes,Non-Recipient,No,Citizen,Others,Education,Yes,2021-02-03
23,Male,Machine Learning,2.05,Part-time,3,None,Malaysian,Malay,No,Recipient,No,Student Visa,Home Schooling,Others,No,2023-05-18
24,Male,Service Training,2.95,Part-time,2,Sports,Singaporean,Mandarin,No,Non-Recipient,Yes,Citizen,Home Schooling,Business,Yes,2023-01-16
19,Female,AI,2.6,Full-time,3,None,Singaporean,Malay,Yes,Non-Recipient,No,Student Visa,Home Schooling,Service,Yes,2022-12-02
22,Female,AI,2.19,Part-time,4,Sports,Indian,Tamil,No,Recipient,No,Citizen,Local School,Business,Yes,2023-05-13
22,Male,Service Training,2.22,Full-time,3,Sports,Indonesian,Mandarin,No,Recipient,Yes,Student Visa,Local School,Others,Yes,2023-01-22
21,Female,Service Training,3.53,Part-time,4,Volunteering,Indonesian,Mandarin,No,Recipient,Yes,Others,Others,Healthcare,No,2021-02-28
21,Female,Machine Learning,2.03,Full-time,3,None,Singaporean,Mandarin,Yes,Recipient,Yes,Citizen,International School,Education,Yes,2021-01-14
19,Male,Information Technology,3.27,Part-time,4,Sports,Singaporean,Malay,No,Recipient,Yes,Student Visa,Home Schooling,Education,Yes,2022-11-14
21,Male,Business,2.74,Part-time,2,Arts,Indonesian,Malay,No,Non-Recipient,Yes,Permanent Resident,Others,Healthcare,No,2023-03-10
23,Female,Hospitality Management,2.96,Full-time,3,Arts,Malaysian,Mandarin,No,Non-Recipient,Yes,Citizen,Others,Others,Yes,2022-03-16
19,Female,Information Technology,2.7,Full-time,2,Arts,Indonesian,Tamil,Yes,Non-Recipient,No,Student Visa,Local School,Service,No,2022-07-08
18,Female,Information Technology,2.17,Full-time,1,Arts,Others,Mandarin,No,Non-Recipient,Yes,Others,Local School,Healthcare,No,2023-11-25
21,Male,Service Training,2.97,Part-time,1,None,Singaporean,Tamil,Yes,Recipient,No,Permanent Resident,International School,Education,No,2023-02-09
18,Male,Business,3.95,Part-time,2,Volunteering,Indonesian,Tamil,No,Recipient,Yes,Citizen,Home Schooling,Education,No,2022-03-27
23,Female,AI,2.51,Full-time,1,None,Indian,Tamil,Yes,Non-Recipient,Yes,Permanent Resident,Local School,Business,Yes,2022-03-15
24,Male,Machine Learning,3.09,Full-time,2,Volunteering,Indian,Mandarin,No,Non-Recipient,Yes,Citizen,International School,Service,No,2023-03-19
22,Female,FinTech,2.31,Part-time,2,Arts,Singaporean,English,No,Recipient,Yes,Permanent Resident,Home Schooling,Service,Yes,2021-05-07
19,Female,Machine Learning,3.12,Full-time,3,Sports,Others,Others,Yes,Recipient,Yes,Citizen,Local School,Healthcare,No,2022-01-28
23,Female,Service Training,2.7,Part-time,4,Sports,Malaysian,Malay,No,Non-Recipient,Yes,Permanent Resident,Others,Healthcare,Yes,2023-03-21
18,Male,FinTech,3.88,Part-time,3,None,Indonesian,Mandarin,No,Non-Recipient,Yes,Others,International School,Healthcare,No,2022-05-19
18,Male,Machine Learning,2.01,Part-time,1,None,Malaysian,English,Yes,Non-Recipient,Yes,Others,Local School,Service,No,2021-11-25
21,Male,Service Training,2.06,Part-time,2,Arts,Singaporean,Malay,No,Recipient,No,Citizen,Others,Others,Yes,2022-05-05
20,Female,Hospitality Management,3.2,Part-time,2,Arts,Malaysian,Malay,Yes,Non-Recipient,No,Permanent Resident,Home Schooling,Service,No,2022-12-06
21,Male,AI,2.16,Full-time,3,Arts,Indonesian,Others,Yes,Recipient,Yes,Others,Local School,Healthcare,Yes,2023-09-24
22,Female,Service Training,2.86,Part-time,4,None,Indonesian,Others,No,Non-Recipient,Yes,Others,Home Schooling,Education,No,2023-05-22
23,Male,Service Training,2.07,Full-time,2,Volunteering,Indian,Malay,No,Non-Recipient,No,Citizen,Others,Others,Yes,2022-05-12
22,Female,Business,2.05,Full-time,3,Volunteering,Singaporean,Malay,Yes,Recipient,Yes,Student Visa,Others,Business,No,2021-03-24
18,Female,Hospitality Management,2.47,Full-time,1,None,Malaysian,Others,Yes,Recipient,Yes,Others,Others,Others,Yes,2022-12-07
19,Female,Service Training,2.82,Full-time,3,Volunteering,Malaysian,English,No,Non-Recipient,No,Citizen,International School,Service,Yes,2022-01-27
20,Male,Information Technology,3.79,Full-time,1,Sports,Indonesian,English,Yes,Non-Recipient,No,Permanent Resident,Local School,Healthcare,No,2022-06-23
24,Male,Business,3.61,Part-time,3,None,Others,Tamil,No,Recipient,No,Citizen,Home Schooling,Business,No,2023-04-27
18,Male,Hospitality Management,2.09,Full-time,2,Arts,Malaysian,Others,Yes,Non-Recipient,Yes,Permanent Resident,Others,Education,Yes,2023-08-09
20,Female,Machine Learning,3.25,Part-time,4,Arts,Singaporean,Mandarin,No,Recipient,No,Student Visa,Local School,Others,No,2022-06-25
21,Female,FinTech,2.29,Part-time,3,Volunteering,Singaporean,Tamil,Yes,Non-Recipient,Yes,Citizen,International School,Others,Yes,2023-12-17
18,Female,AI,3.54,Part-time,1,Volunteering,Malaysian,Mandarin,No,Non-Recipient,Yes,Citizen,Local School,Healthcare,No,2021-01-12
23,Male,Service Training,2.7,Full-time,2,None,Others,Mandarin,No,Non-Recipient,No,Others,International School,Education,Yes,2023-12-08
23,Male,Business,2.24,Full-time,4,Arts,Malaysian,Mandarin,Yes,Non-Recipient,Yes,Others,International School,Business,No,2023-04-14
18,Female,Machine Learning,3.57,Part-time,2,Arts,Others,Malay,No,Recipient,No,Others,Others,Business,No,2022-07-06
20,Female,Business,3.09,Full-time,3,Sports,Indonesian,English,Yes,Non-Recipient,No,Others,International School,Others,Yes,2023-08-06
19,Male,Information Technology,2.3,Full-time,2,None,Singaporean,Mandarin,No,Non-Recipient,No,Citizen,Local School,Healthcare,No,2021-02-05
20,Male,FinTech,2.89,Full-time,4,Volunteering,Malaysian,Mandarin,Yes,Recipient,No,Permanent Resident,International School,Education,No,2023-08-17
21,Male,Business,2.51,Part-time,2,None,Indian,Tamil,Yes,Non-Recipient,Yes,Others,Home Schooling,Education,Yes,2023-01-12
20,Female,FinTech,3.02,Part-time,3,None,Malaysian,Tamil,Yes,Non-Recipient,No,Student Visa,Local School,Business,No,2023-06-09
19,Female,FinTech,3.34,Full-time,4,Arts,Singaporean,Mandarin,No,Recipient,Yes,Citizen,Home Schooling,Healthcare,No,2022-12-19
20,Male,Hospitality Management,3.04,Part-time,3,Arts,Singaporean,Tamil,Yes,Non-Recipient,Yes,Permanent Resident,Local School,Others,No,2023-08-22
23,Female,Hospitality Management,3.36,Part-time,1,Sports,Malaysian,Malay,No,Recipient,Yes,Permanent Resident,Local School,Business,No,2023-11-05
21,Male,AI,2.63,Full-time,1,None,Singaporean,Tamil,No,Non-Recipient,Yes,Others,Local School,Healthcare,Yes,2021-11-21
19,Male,Hospitality Management,3.94,Full-time,2,Sports,Malaysian,Tamil,Yes,Recipient,No,Others,Local School,Others,Yes,2023-01-19
19,Male,FinTech,2.61,Part-time,2,Arts,Singaporean,English,Yes,Non-Recipient,No,Permanent Resident,Home Schooling,Business,Yes,2023-08-20
24,Female,AI,2.06,Part-time,4,Volunteering,Malaysian,Mandarin,Yes,Non-Recipient,No,Student Visa,Local School,Healthcare,No,2021-09-04
23,Male,Information Technology,2.6,Full-time,3,None,Indian,Others,Yes,Recipient,No,Citizen,Others,Service,Yes,2023-07-02
20,Female,Machine Learning,2.27,Part-time,1,None,Singaporean,English,No,Recipient,No,Citizen,Local School,Business,No,2023-04-09
19,Male,Hospitality Management,2.35,Part-time,2,None,Singaporean,Mandarin,Yes,Recipient,No,Others,Others,Others,Yes,2021-06-08
19,Female,Service Training,2.32,Part-time,4,None,Others,Malay,No,Non-Recipient,No,Permanent Resident,Home Schooling,Service,Yes,2021-01-24
19,Female,Machine Learning,3.02,Part-time,2,Arts,Singaporean,Malay,Yes,Recipient,Yes,Citizen,Local School,Healthcare,Yes,2021-05-28
21,Male,Information Technology,3.48,Part-time,4,Arts,Singaporean,English,No,Recipient,No,Others,Local School,Education,No,2023-06-15
22,Female,Information Technology,3.06,Part-time,4,Sports,Indonesian,Malay,No,Recipient,Yes,Others,Others,Education,No,2022-11-25
18,Female,Business,3.76,Part-time,3,Arts,Indonesian,Malay,Yes,Non-Recipient,No,Citizen,International School,Healthcare,Yes,2022-08-23
22,Male,AI,2.2,Full-time,2,Sports,Singaporean,Others,Yes,Recipient,Yes,Citizen,Local School,Education,Yes,2022-10-20
20,Female,AI,2.4,Part-time,3,Sports,Singaporean,English,Yes,Recipient,Yes,Citizen,Others,Healthcare,No,2022-02-21
23,Female,AI,3.4,Full-time,4,Sports,Singaporean,Malay,No,Recipient,No,Permanent Resident,International School,Others,No,2023-02-28
24,Female,FinTech,3.66,Part-time,1,Sports,Singaporean,English,No,Non-Recipient,No,Others,Home Schooling,Business,No,2021-03-16
23,Male,Machine Learning,3.19,Part-time,3,Arts,Indian,Mandarin,No,Recipient,Yes,Others,Local School,Others,No,2022-06-10
21,Male,Information Technology,2.23,Part-time,3,Arts,Singaporean,English,Yes,Non-Recipient,No,Others,International School,Education,Yes,2022-08-17
21,Female,Machine Learning,2.98,Part-time,2,Arts,Indian,Tamil,Yes,Non-Recipient,Yes,Permanent Resident,Others,Others,Yes,2022-05-28
22,Female,Service Training,2.43,Full-time,3,None,Indonesian,English,Yes,Non-Recipient,No,Permanent Resident,International School,Others,No,2021-11-28
22,Female,AI,2.25,Full-time,4,Sports,Malaysian,Mandarin,No,Recipient,Yes,Student Visa,Local School,Service,Yes,2021-06-15
20,Male,Service Training,2.36,Full-time,2,Arts,Malaysian,Malay,No,Recipient,Yes,Student Visa,Home Schooling,Others,Yes,2021-04-17
23,Female,Service Training,2.89,Full-time,2,None,Others,Malay,Yes,Recipient,Yes,Permanent Resident,International School,Education,Yes,2021-07-10
21,Female,Business,3.16,Full-time,1,Volunteering,Indian,Malay,No,Non-Recipient,Yes,Others,International School,Others,Yes,2022-07-28
19,Female,Business,3.03,Part-time,2,Sports,Malaysian,Mandarin,No,Non-Recipient,No,Student Visa,International School,Business,Yes,2023-02-12
19,Male,FinTech,2.36,Full-time,2,Volunteering,Singaporean,Mandarin,Yes,Non-Recipient,Yes,Citizen,International School,Business,Yes,2021-02-02
21,Male,Business,2.03,Full-time,3,None,Singaporean,Malay,Yes,Recipient,No,Citizen,Home Schooling,Service,No,2022-02-23
21,Male,Service Training,2.53,Part-time,1,None,Singaporean,Malay,Yes,Non-Recipient,Yes,Student Visa,Home Schooling,Healthcare,No,2021-10-17
19,Male,Hospitality Management,3.92,Full-time,2,Volunteering,Others,Malay,Yes,Non-Recipient,No,Citizen,Home Schooling,Service,Yes,2021-01-12
19,Female,AI,2.58,Full-time,1,Arts,Singaporean,Mandarin,No,Recipient,No,Others,Local School,Healthcare,Yes,2022-11-01
24,Female,FinTech,2.9,Full-time,4,Sports,Indian,Others,No,Non-Recipient,Yes,Permanent Resident,International School,Service,Yes,2023-03-25
20,Female,Machine Learning,2.81,Part-time,2,Sports,Indonesian,Tamil,No,Non-Recipient,No,Citizen,Local School,Others,Yes,2021-09-22
23,Male,Hospitality Management,2.04,Part-time,1,Arts,Others,Mandarin,No,Non-Recipient,Yes,Citizen,Others,Education,No,2021-10-08
21,Female,AI,2.44,Full-time,4,None,Others,Tamil,Yes,Recipient,Yes,Citizen,Home Schooling,Others,No,2022-07-21
24,Female,AI,3.92,Full-time,1,Arts,Indonesian,Mandarin,No,Recipient,Yes,Student Visa,Others,Healthcare,Yes,2021-03-15
23,Male,Service Training,2.95,Full-time,3,Volunteering,Indonesian,Others,Yes,Recipient,No,Permanent Resident,Local School,Others,Yes,2023-03-28
22,Male,Machine Learning,3.85,Part-time,4,Sports,Singaporean,Mandarin,Yes,Recipient,Yes,Student Visa,Others,Others,No,2023-02-25
20,Female,Information Technology,3.65,Part-time,1,Sports,Malaysian,Mandarin,Yes,Non-Recipient,Yes,Permanent Resident,Others,Business,Yes,2022-10-17
19,Female,Hospitality Management,3.09,Full-time,3,None,Indian,Malay,Yes,Non-Recipient,No,Citizen,Local School,Business,No,2023-01-16
20,Female,Hospitality Management,2.03,Part-time,2,Arts,Others,Malay,Yes,Non-Recipient,Yes,Citizen,Home Schooling,Business,No,2023-02-10
19,Female,Business,3.13,Full-time,1,Arts,Singaporean,Others,Yes,Non-Recipient,Yes,Others,Others,Service,Yes,2021-12-17
22,Female,AI,2.94,Part-time,3,Arts,Singaporean,English,Yes,Non-Recipient,No,Student Visa,International School,Service,Yes,2021-11-02
24,Female,FinTech,2.81,Part-time,2,None,Malaysian,Malay,Yes,Non-Recipient,Yes,Permanent Resident,Others,Business,No,2023-02-12
24,Male,AI,3.11,Full-time,3,Arts,Malaysian,English,No,Non-Recipient,No,Citizen,Others,Service,No,2021-07-10
19,Female,AI,2.35,Full-time,1,Volunteering,Singaporean,Mandarin,Yes,Recipient,Yes,Student Visa,Others,Business,No,2022-04-18
22,Male,Service Training,3.49,Full-time,4,Sports,Singaporean,English,Yes,Recipient,No,Student Visa,Local School,Others,No,2023-05-06
23,Female,AI,3.48,Part-time,1,Arts,Malaysian,Mandarin,Yes,Recipient,Yes,Citizen,Local School,Business,Yes,2023-09-25
24,Male,Business,3.55,Full-time,3,Arts,Malaysian,English,No,Non-Recipient,No,Citizen,International School,Others,Yes,2021-06-28
20,Female,FinTech,3.07,Part-time,1,Sports,Singaporean,Mandarin,No,Non-Recipient,Yes,Student Visa,Local School,Healthcare,Yes,2021-08-22
18,Female,Information Technology,3.25,Full-time,3,Arts,Singaporean,Malay,Yes,Recipient,Yes,Permanent Resident,Others,Healthcare,No,2023-10-11
24,Female,Information Technology,3.63,Part-time,4,Arts,Singaporean,Malay,No,Recipient,No,Student Visa,Home Schooling,Healthcare,Yes,2022-02-27
21,Female,Business,3,Full-time,4,None,Indonesian,Others,Yes,Non-Recipient,No,Others,Local School,Others,No,2021-09-06
21,Female,Machine Learning,2.31,Full-time,3,Sports,Others,English,No,Non-Recipient,Yes,Others,Home Schooling,Business,No,2023-08-07
23,Female,AI,3.09,Part-time,1,Arts,Malaysian,Others,No,Non-Recipient,Yes,Citizen,Home Schooling,Service,No,2021-12-18
19,Female,AI,2.56,Part-time,4,Sports,Singaporean,Malay,No,Recipient,No,Permanent Resident,International School,Service,No,2022-04-02
22,Female,Service Training,2.43,Full-time,3,Volunteering,Malaysian,Mandarin,No,Non-Recipient,No,Student Visa,Local School,Others,No,2021-04-20
18,Male,Hospitality Management,3.89,Part-time,4,Sports,Indonesian,English,Yes,Non-Recipient,Yes,Student Visa,Local School,Education,No,2022-03-05
19,Male,Service Training,2.75,Part-time,2,Sports,Singaporean,Malay,Yes,Non-Recipient,Yes,Student Visa,International School,Healthcare,No,2023-05-05
24,Male,Machine Learning,2.11,Part-time,3,Volunteering,Indian,Others,No,Recipient,No,Student Visa,Local School,Education,Yes,2023-04-27
21,Female,FinTech,2.95,Part-time,4,Arts,Indian,Tamil,No,Recipient,Yes,Citizen,Home Schooling,Healthcare,No,2022-01-20
21,Female,AI,3.97,Part-time,3,None,Malaysian,Others,Yes,Non-Recipient,Yes,Student Visa,Others,Healthcare,No,2021-08-12
22,Female,FinTech,2.99,Part-time,4,Sports,Indian,Malay,Yes,Non-Recipient,Yes,Others,Home Schooling,Business,No,2023-07-18
20,Male,FinTech,2.32,Part-time,4,Volunteering,Indonesian,Others,No,Recipient,No,Permanent Resident,Local School,Healthcare,No,2023-07-08
21,Female,Hospitality Management,3.15,Full-time,3,Volunteering,Indian,Tamil,Yes,Recipient,Yes,Citizen,International School,Others,Yes,2021-04-16
21,Male,AI,2.59,Full-time,3,Volunteering,Others,English,Yes,Non-Recipient,Yes,Permanent Resident,International School,Others,Yes,2022-09-24
22,Female,AI,2.43,Full-time,2,Arts,Indonesian,English,Yes,Non-Recipient,Yes,Others,Home Schooling,Education,No,2021-05-26
19,Female,Business,3.83,Part-time,1,Arts,Singaporean,Others,No,Recipient,Yes,Others,Home Schooling,Healthcare,No,2023-01-27
21,Female,Service Training,3.82,Part-time,2,Volunteering,Indian,Mandarin,Yes,Recipient,Yes,Citizen,Others,Business,Yes,2023-05-24
24,Female,Information Technology,3.51,Full-time,3,Volunteering,Malaysian,Tamil,Yes,Non-Recipient,No,Others,Others,Healthcare,Yes,2023-01-09
23,Female,Business,3.88,Part-time,3,Sports,Others,Malay,No,Non-Recipient,No,Student Visa,Others,Others,Yes,2021-03-18
22,Male,Service Training,2.7,Full-time,1,Sports,Singaporean,Mandarin,No,Non-Recipient,Yes,Others,Local School,Healthcare,Yes,2022-04-15
19,Female,Information Technology,2.99,Part-time,3,Sports,Indonesian,Mandarin,No,Non-Recipient,No,Permanent Resident,Others,Education,No,2022-02-05
18,Female,Machine Learning,3.46,Full-time,3,None,Others,English,No,Non-Recipient,No,Permanent Resident,International School,Business,No,2021-11-01
