Age,Gender,Race,Educational_Level,Marital_Status,Industry,Occupation,Years_in_Current_Job,Employment_Type,Monthly_Income_SGD,Job_Satisfaction_Level,Skills_Training,Promotion_in_Last_5_Years,Looking_for_Job_Change,Work_Hours_per_Week,Commute_Time_One_Way_Hours,Previous_Employment_Status,Residency_Status,Languages_Spoken,Work_Location_Preference,Recent_Training_or_Courses,Expected_Salary_Increase_%,Job_Security_Concerns,Interview_Date
61,Male,Malay,Bachelor,Married,Healthcare,Laborer,28,Self-employed,8313.37,Neutral,No,Yes,Yes,54.5,0.9,Retired,Permanent Resident,Others,Hybrid,Yes,13.4,Yes,2022-02-11
20,Male,Chinese,Bachelor,Married,Construction,Doctor,12,Contract,8042.61,Unsatisfied,Yes,No,No,40.4,0.51,Employed,Citizen,Malay,Hybrid,Yes,19.7,No,2023-06-05
51,Male,Others,Bachelor,Widowed,Information Technology,Laborer,4,Self-employed,8863.62,Satisfied,Yes,Yes,No,46.2,1.19,Unemployed,Foreigner,Tamil,Hybrid,No,11.9,Yes,2021-09-20
34,Male,Malay,Bachelor,Divorced,Information Technology,Clerk,25,Part-time,4784.78,Satisfied,No,Yes,No,42.1,1.01,Student,Permanent Resident,Malay,On-site,No,17.4,Yes,2021-04-10
46,Female,Others,Master,Divorced,Healthcare,Manager,13,Part-time,2942.46,Very Satisfied,No,Yes,No,46.3,0.63,Unemployed,Foreigner,Others,On-site,No,19.5,No,2022-06-24
57,Male,Malay,Diploma,Married,Hospitality,Technician,3,Self-employed,14040.31,Satisfied,Yes,Yes,Yes,50.5,1.96,Retired,Foreigner,English,Hybrid,No,8.4,No,2022-11-24
50,Male,Others,Bachelor,Single,Construction,Teacher,14,Part-time,10041.56,Very Unsatisfied,No,Yes,Yes,36.9,1.37,Employed,Permanent Resident,Others,Remote,Yes,7.4,No,2023-06-19
41,Male,Indian,Bachelor,Widowed,Information Technology,Technician,6,Part-time,8021.6,Neutral,Yes,Yes,No,54.1,0.72,Retired,Permanent Resident,English,On-site,Yes,14.5,Yes,2021-06-11
43,Female,Chinese,High School,Widowed,Education,Laborer,28,Part-time,6099.2,Satisfied,No,Yes,No,59,1.76,Retired,Citizen,Mandarin,Hybrid,No,14.2,No,2021-03-17
30,Female,Indian,Diploma,Widowed,Hospitality,Engineer,3,Contract,2969.48,Very Unsatisfied,Yes,No,Yes,59.8,1.81,Unemployed,Foreigner,English,Remote,Yes,6.8,No,2021-09-16
58,Female,Malay,Master,Widowed,Construction,Teacher,1,Full-time,10158.29,Unsatisfied,Yes,No,No,52.3,1.31,Student,Citizen,Mandarin,Remote,Yes,17.4,Yes,2023-11-20
27,Male,Malay,Master,Widowed,Hospitality,Clerk,9,Contract,9432.29,Very Satisfied,No,No,Yes,46.2,1.93,Employed,Foreigner,Malay,On-site,Yes,16.5,No,2022-01-21
42,Female,Malay,Master,Single,Information Technology,Teacher,16,Self-employed,6777.33,Neutral,No,No,Yes,45.7,1.55,Unemployed,Citizen,Malay,Hybrid,No,12.1,No,2022-08-25
30,Female,Indian,Diploma,Divorced,Hospitality,Doctor,20,Contract,7702.62,Neutral,Yes,Yes,No,49.4,1.1,Unemployed,Foreigner,Tamil,Hybrid,No,9.7,Yes,2021-01-13
41,Male,Chinese,Bachelor,Single,Healthcare,Engineer,20,Full-time,3110.68,Neutral,No,No,No,42.2,0.83,Retired,Citizen,Others,Remote,No,18.5,Yes,2021-12-20
23,Male,Malay,High School,Married,Healthcare,Clerk,5,Self-employed,12055.51,Unsatisfied,No,Yes,No,49.2,0.89,Student,Citizen,Others,Remote,No,6,No,2021-08-05
56,Female,Chinese,Diploma,Divorced,Education,Clerk,13,Full-time,3355.93,Unsatisfied,Yes,No,Yes,40.7,0.9,Retired,Permanent Resident,Others,Remote,No,15.8,Yes,2021-11-13
60,Male,Chinese,PhD,Divorced,Healthcare,Engineer,7,Self-employed,7080.14,Very Unsatisfied,Yes,Yes,Yes,50.8,1.91,Employed,Permanent Resident,Malay,On-site,Yes,12.1,Yes,2023-04-05
25,Female,Others,Bachelor,Divorced,Construction,Doctor,26,Contract,2349.62,Very Unsatisfied,No,No,No,52.7,1.64,Unemployed,Permanent Resident,Tamil,Hybrid,Yes,18.5,No,2023-11-20
26,Male,Malay,PhD,Single,Hospitality,Doctor,14,Contract,4802.17,Very Satisfied,No,No,Yes,53.7,0.6,Employed,Citizen,Tamil,On-site,Yes,19.4,No,2021-06-12
38,Male,Indian,Master,Married,Information Technology,Doctor,15,Contract,13385.74,Very Unsatisfied,Yes,Yes,No,39.5,0.8,Employed,Foreigner,Tamil,On-site,No,9.8,Yes,2023-04-16
44,Male,Others,High School,Divorced,Hospitality,Engineer,20,Part-time,2138.39,Satisfied,No,No,Yes,44.6,1.84,Student,Citizen,Malay,Hybrid,No,14.4,Yes,2022-03-02
54,Male,Malay,PhD,Married,Finance,Manager,7,Contract,7824.66,Unsatisfied,No,No,No,54.4,0.82,Retired,Citizen,English,Remote,Yes,10.2,Yes,2022-05-28
25,Female,Indian,PhD,Single,Healthcare,Laborer,26,Part-time,9674.82,Neutral,No,No,Yes,54.8,1.28,Student,Citizen,Malay,Remote,No,6.3,Yes,2021-01-01
36,Female,Indian,Diploma,Divorced,Finance,Doctor,14,Full-time,12937.28,Unsatisfied,No,Yes,No,43.9,1.67,Retired,Foreigner,Malay,On-site,Yes,17.4,No,2021-10-24
55,Female,Others,Diploma,Widowed,Hospitality,Technician,22,Self-employed,13007.54,Unsatisfied,No,Yes,No,44.6,1.44,Employed,Citizen,English,Remote,No,8.7,Yes,2023-05-08
51,Female,Others,PhD,Widowed,Construction,Laborer,8,Self-employed,5898.37,Very Unsatisfied,Yes,No,Yes,40.7,1.69,Employed,Permanent Resident,Mandarin,Hybrid,No,17,Yes,2023-02-28
41,Male,Indian,Master,Divorced,Finance,Manager,13,Self-employed,4406.48,Unsatisfied,Yes,No,No,36.1,1.28,Student,Citizen,Tamil,On-site,Yes,8,No,2021-11-20
52,Male,Chinese,Bachelor,Married,Construction,Doctor,5,Part-time,2862.55,Satisfied,No,Yes,No,43.4,1.22,Employed,Citizen,Others,Remote,No,11.9,No,2021-10-22
58,Female,Chinese,High School,Divorced,Hospitality,Clerk,18,Part-time,12002.83,Neutral,Yes,Yes,Yes,51.1,1.29,Unemployed,Permanent Resident,Others,Hybrid,Yes,17.1,No,2022-12-05
57,Female,Malay,Diploma,Married,Education,Manager,29,Contract,10553.51,Neutral,Yes,No,Yes,38.6,1.7,Retired,Citizen,Tamil,On-site,No,19.7,No,2021-10-10
64,Female,Indian,PhD,Married,Construction,Engineer,22,Part-time,13892.35,Unsatisfied,Yes,Yes,No,59.9,0.99,Employed,Permanent Resident,English,Remote,Yes,6.9,Yes,2022-12-05
39,Male,Malay,Master,Widowed,Information Technology,Manager,0,Self-employed,4368.47,Satisfied,No,Yes,Yes,51.7,1.09,Student,Foreigner,Malay,Remote,No,17.4,No,2022-06-15
54,Male,Others,Master,Married,Healthcare,Engineer,28,Contract,14191.13,Satisfied,Yes,Yes,Yes,48.2,1.2,Employed,Citizen,Tamil,On-site,No,6.5,Yes,2023-05-22
43,Male,Chinese,Bachelor,Widowed,Construction,Doctor,14,Self-employed,2519.16,Neutral,No,Yes,Yes,39,0.72,Student,Foreigner,Malay,On-site,No,16.3,Yes,2022-04-16
30,Female,Indian,Bachelor,Widowed,Education,Engineer,25,Contract,3864.67,Neutral,Yes,Yes,Yes,51,1.78,Unemployed,Citizen,Tamil,On-site,Yes,6.6,Yes,2022-06-03
63,Male,Chinese,PhD,Divorced,Construction,Doctor,1,Part-time,14993.53,Very Unsatisfied,No,No,No,53.4,0.7,Retired,Foreigner,Others,Hybrid,Yes,14.2,No,2022-08-13
27,Female,Others,Master,Single,Finance,Laborer,28,Full-time,11430.74,Very Unsatisfied,No,No,No,53,0.84,Student,Permanent Resident,Mandarin,On-site,No,15.6,No,2021-06-19
20,Female,Chinese,PhD,Divorced,Construction,Clerk,0,Self-employed,4382.9,Unsatisfied,Yes,Yes,No,51.8,1.34,Unemployed,Citizen,Tamil,Hybrid,No,6.1,Yes,2021-04-18
51,Female,Malay,Diploma,Married,Education,Doctor,24,Full-time,12226.79,Satisfied,Yes,No,Yes,35.3,1.43,Employed,Permanent Resident,Mandarin,On-site,Yes,12.3,Yes,2023-05-03
58,Male,Indian,Master,Single,Healthcare,Teacher,3,Contract,7440.49,Very Unsatisfied,Yes,No,Yes,58.9,1.18,Unemployed,Citizen,Others,Hybrid,No,15,Yes,2021-04-17
47,Male,Chinese,Bachelor,Widowed,Construction,Technician,25,Contract,4894.48,Very Unsatisfied,No,Yes,Yes,36.1,0.91,Retired,Foreigner,Tamil,On-site,No,5.3,No,2021-07-01
24,Male,Indian,Diploma,Married,Healthcare,Teacher,28,Full-time,5814.15,Satisfied,Yes,Yes,No,40.1,1.36,Student,Permanent Resident,Others,Remote,Yes,18.3,Yes,2021-01-06
44,Male,Chinese,PhD,Single,Education,Laborer,21,Contract,10667.13,Very Satisfied,Yes,Yes,Yes,59.9,0.81,Retired,Citizen,Mandarin,Remote,No,9.7,Yes,2022-04-15
21,Male,Indian,Master,Widowed,Healthcare,Clerk,12,Part-time,7922.46,Satisfied,No,No,Yes,39.2,1.44,Employed,Citizen,Mandarin,Remote,No,11.9,No,2022-12-16
23,Male,Others,Diploma,Divorced,Education,Teacher,4,Full-time,7218.62,Very Unsatisfied,Yes,Yes,No,39.3,1.22,Unemployed,Citizen,Malay,Hybrid,No,14.8,No,2022-01-05
54,Male,Chinese,Diploma,Widowed,Education,Technician,19,Self-employed,9493.11,Unsatisfied,Yes,Yes,Yes,59.5,0.62,Retired,Foreigner,Mandarin,Remote,Yes,12.1,Yes,2021-07-15
60,Male,Malay,Master,Single,Information Technology,Laborer,0,Part-time,9507,Neutral,No,Yes,Yes,56.1,1.68,Unemployed,Foreigner,Malay,On-site,Yes,19.9,Yes,2021-09-18
55,Female,Indian,PhD,Divorced,Construction,Clerk,20,Self-employed,9623.97,Very Unsatisfied,No,No,Yes,49.9,0.7,Employed,Citizen,Others,Hybrid,Yes,20,Yes,2022-05-25
30,Male,Others,High School,Single,Education,Clerk,9,Self-employed,8168.52,Unsatisfied,No,No,Yes,52.8,1.52,Unemployed,Foreigner,English,On-site,Yes,16.8,No,2023-03-16
61,Male,Malay,Diploma,Widowed,Healthcare,Teacher,9,Contract,5809.13,Neutral,No,Yes,No,43.2,1.2,Retired,Permanent Resident,Mandarin,On-site,No,14,Yes,2022-08-27
37,Female,Indian,PhD,Married,Construction,Doctor,27,Full-time,13362.23,Unsatisfied,Yes,Yes,No,54.8,1.47,Retired,Foreigner,Others,Hybrid,No,8.4,Yes,2022-10-25
26,Female,Others,PhD,Married,Information Technology,Teacher,4,Part-time,14831.56,Satisfied,No,No,No,54.4,1.9,Employed,Citizen,Others,Remote,No,11.4,Yes,2023-08-05
39,Male,Indian,High School,Widowed,Construction,Laborer,25,Full-time,12866.28,Unsatisfied,Yes,Yes,No,35.6,1.42,Unemployed,Permanent Resident,English,On-site,No,9.8,No,2022-03-12
54,Male,Malay,Bachelor,Divorced,Healthcare,Engineer,13,Full-time,9483.62,Unsatisfied,Yes,No,Yes,48.8,0.73,Student,Foreigner,Others,Remote,Yes,5.4,Yes,2022-11-11
63,Male,Others,Master,Married,Construction,Clerk,0,Full-time,13704.39,Unsatisfied,Yes,Yes,Yes,39.7,0.98,Employed,Citizen,English,Hybrid,Yes,19.1,No,2021-05-21
61,Male,Chinese,PhD,Single,Information Technology,Teacher,18,Self-employed,2130.3,Very Satisfied,No,No,Yes,45.9,0.92,Student,Foreigner,Mandarin,Remote,Yes,17.3,No,2023-05-02
58,Male,Others,PhD,Widowed,Healthcare,Doctor,7,Full-time,12694.2,Neutral,No,No,Yes,40.6,1.5,Unemployed,Foreigner,Others,Remote,No,10.7,Yes,2023-08-10
57,Male,Others,Diploma,Divorced,Construction,Technician,21,Contract,8672.88,Satisfied,No,No,Yes,51.6,1.35,Employed,Permanent Resident,Others,Remote,Yes,19.3,No,2023-09-16
48,Female,Chinese,Master,Single,Construction,Technician,24,Part-time,4408.21,Very Unsatisfied,No,No,Yes,45.2,0.69,Unemployed,Permanent Resident,Tamil,On-site,No,8.6,Yes,2021-02-17
46,Male,Chinese,High School,Married,Hospitality,Clerk,4,Contract,3820.77,Unsatisfied,No,No,No,35.6,1.06,Unemployed,Foreigner,Malay,On-site,Yes,6.9,No,2022-10-01
27,Male,Malay,PhD,Divorced,Education,Doctor,0,Contract,4371.21,Very Satisfied,No,No,No,35.6,0.55,Employed,Foreigner,Others,On-site,Yes,10.7,No,2023-03-22
54,Female,Chinese,Master,Single,Healthcare,Teacher,17,Full-time,4320.46,Satisfied,Yes,No,No,51.1,1.62,Student,Citizen,Malay,Remote,No,9.6,No,2021-03-21
37,Female,Chinese,Bachelor,Single,Finance,Teacher,7,Contract,12382.66,Satisfied,Yes,No,No,52.6,1.45,Student,Citizen,Mandarin,Remote,Yes,11.6,No,2022-08-02
30,Male,Malay,Master,Divorced,Finance,Laborer,20,Contract,2792.76,Very Satisfied,No,No,Yes,42,0.94,Employed,Citizen,Malay,Hybrid,No,15.9,Yes,2021-06-18
62,Female,Indian,PhD,Divorced,Finance,Clerk,1,Full-time,5756.22,Very Satisfied,No,No,No,51.5,0.57,Employed,Foreigner,Tamil,On-site,Yes,13.1,No,2023-09-04
41,Male,Indian,Bachelor,Widowed,Construction,Doctor,0,Part-time,5669.03,Very Satisfied,Yes,Yes,Yes,35.2,0.76,Unemployed,Citizen,Malay,Remote,No,6.8,No,2022-04-12
60,Female,Others,PhD,Divorced,Healthcare,Teacher,29,Part-time,3796.3,Satisfied,No,No,No,39.3,1.21,Retired,Permanent Resident,English,Hybrid,No,8.2,No,2023-09-02
36,Female,Indian,High School,Married,Information Technology,Technician,25,Self-employed,10597.47,Very Unsatisfied,Yes,No,Yes,50.3,1.06,Unemployed,Citizen,Malay,Remote,Yes,15.6,No,2022-09-16
51,Male,Indian,Diploma,Single,Construction,Manager,15,Full-time,10047.92,Neutral,Yes,Yes,No,57.9,0.54,Student,Foreigner,Mandarin,On-site,Yes,8.7,Yes,2021-04-02
38,Female,Chinese,Diploma,Single,Education,Manager,13,Self-employed,2448.19,Very Satisfied,Yes,Yes,Yes,53.6,1.6,Employed,Citizen,Tamil,Hybrid,Yes,11,No,2023-08-01
21,Male,Indian,Master,Widowed,Finance,Engineer,3,Contract,12510.95,Satisfied,Yes,Yes,Yes,45.1,1.92,Unemployed,Citizen,Mandarin,Hybrid,No,14.3,Yes,2023-07-12
51,Female,Others,Bachelor,Single,Finance,Teacher,26,Self-employed,2766.61,Very Satisfied,Yes,No,No,53.4,0.92,Unemployed,Foreigner,Others,On-site,Yes,18.2,Yes,2023-09-16
52,Male,Chinese,High School,Divorced,Education,Manager,6,Full-time,4228.73,Neutral,Yes,No,No,43,0.68,Retired,Citizen,Tamil,On-site,Yes,12.3,No,2021-06-26
56,Male,Others,Master,Married,Information Technology,Technician,26,Self-employed,14842.35,Very Unsatisfied,Yes,Yes,No,50.6,0.58,Retired,Permanent Resident,Tamil,Hybrid,Yes,13.8,Yes,2021-06-15
58,Female,Malay,Master,Divorced,Construction,Laborer,21,Self-employed,12772.74,Unsatisfied,Yes,Yes,No,55.9,1.09,Unemployed,Permanent Resident,Mandarin,On-site,No,14.5,Yes,2023-05-24
50,Male,Others,Master,Divorced,Construction,Doctor,8,Part-time,10471.05,Very Satisfied,No,No,Yes,40.4,0.69,Unemployed,Foreigner,English,Hybrid,No,12.9,No,2022-05-11
59,Female,Chinese,Diploma,Single,Information Technology,Technician,15,Full-time,14287.54,Very Satisfied,Yes,Yes,Yes,58.3,1.76,Employed,Permanent Resident,Tamil,Hybrid,No,7.5,No,2021-12-16
54,Female,Indian,Diploma,Widowed,Finance,Manager,24,Full-time,12068.33,Neutral,Yes,Yes,No,40.9,1.85,Student,Foreigner,English,Hybrid,Yes,17.6,Yes,2021-05-25
58,Male,Others,Bachelor,Married,Finance,Doctor,13,Self-employed,3124.83,Very Satisfied,Yes,Yes,Yes,36.2,1.63,Employed,Citizen,Malay,Hybrid,No,10.4,No,2022-10-02
60,Male,Others,Diploma,Widowed,Finance,Teacher,7,Full-time,14702.4,Very Unsatisfied,No,Yes,No,48.7,0.69,Unemployed,Foreigner,Others,Remote,No,10.9,Yes,2023-10-08
38,Male,Malay,Master,Widowed,Hospitality,Laborer,5,Contract,10317.31,Unsatisfied,No,Yes,No,54.4,1.32,Retired,Foreigner,Malay,Hybrid,Yes,19.5,Yes,2023-02-28
59,Male,Chinese,Bachelor,Divorced,Hospitality,Teacher,19,Self-employed,7095.98,Unsatisfied,No,Yes,Yes,35.4,1.83,Employed,Foreigner,Tamil,Remote,No,8.1,No,2021-11-14
35,Male,Malay,Diploma,Widowed,Hospitality,Manager,4,Full-time,4031.81,Neutral,No,Yes,No,59.1,1.93,Employed,Foreigner,Tamil,Hybrid,Yes,7.3,No,2022-12-10
34,Male,Others,Bachelor,Widowed,Hospitality,Doctor,13,Self-employed,14067.8,Satisfied,Yes,No,Yes,43.5,0.68,Retired,Permanent Resident,English,Remote,Yes,16,Yes,2023-10-21
58,Male,Others,PhD,Divorced,Finance,Laborer,14,Part-time,10138.61,Very Unsatisfied,Yes,Yes,No,38,0.97,Employed,Foreigner,Tamil,On-site,Yes,18.6,Yes,2022-08-16
52,Male,Chinese,High School,Divorced,Finance,Laborer,18,Self-employed,9049.31,Very Unsatisfied,Yes,Yes,No,44.4,1.87,Student,Permanent Resident,Malay,Remote,Yes,9.7,Yes,2023-01-04
26,Male,Indian,High School,Married,Hospitality,Clerk,10,Contract,2402.29,Satisfied,Yes,Yes,Yes,39.2,1.68,Retired,Permanent Resident,Others,On-site,No,16.1,Yes,2021-10-09
38,Male,Others,High School,Divorced,Hospitality,Laborer,9,Self-employed,11312.82,Very Unsatisfied,No,No,Yes,59.2,1.91,Unemployed,Citizen,Mandarin,Remote,No,19.5,Yes,2022-04-02
25,Male,Indian,Master,Married,Healthcare,Clerk,26,Contract,4186.06,Unsatisfied,No,Yes,No,36.3,0.86,Employed,Foreigner,Malay,Hybrid,No,10.4,Yes,2022-06-14
61,Female,Others,Master,Widowed,Healthcare,Teacher,7,Self-employed,9859.65,Unsatisfied,Yes,No,No,42.6,1.19,Retired,Permanent Resident,English,Remote,Yes,12.5,Yes,2023-12-18
62,Female,Chinese,High School,Married,Information Technology,Clerk,12,Part-time,7093.88,Very Unsatisfied,No,Yes,Yes,40.6,1.03,Student,Foreigner,Others,Hybrid,No,9.6,Yes,2023-12-18
49,Female,Others,Master,Widowed,Education,Doctor,13,Contract,2591.12,Very Unsatisfied,No,No,Yes,59.6,1.99,Employed,Citizen,Tamil,Hybrid,Yes,19.5,No,2022-11-24
57,Female,Others,Master,Divorced,Education,Teacher,21,Contract,2781.24,Neutral,No,No,Yes,41.8,0.92,Unemployed,Permanent Resident,English,On-site,Yes,6.5,No,2023-11-22
36,Male,Malay,PhD,Widowed,Finance,Technician,15,Self-employed,2694.74,Unsatisfied,No,Yes,Yes,56.6,1.75,Student,Foreigner,Tamil,On-site,No,15.8,No,2021-07-23
27,Female,Indian,Master,Married,Construction,Engineer,6,Self-employed,3608.87,Very Satisfied,No,Yes,No,55.4,0.81,Student,Citizen,Tamil,Remote,Yes,15.7,No,2022-05-02
49,Female,Malay,PhD,Single,Construction,Engineer,29,Part-time,3446.96,Unsatisfied,No,No,No,55.6,0.72,Unemployed,Citizen,Malay,Hybrid,Yes,10.5,No,2021-01-07
23,Male,Others,PhD,Single,Construction,Clerk,8,Full-time,11060.05,Very Unsatisfied,Yes,No,No,45.5,1.69,Unemployed,Permanent Resident,English,Hybrid,Yes,19.5,No,2021-05-20
41,Male,Chinese,Bachelor,Divorced,Education,Laborer,26,Full-time,3540.28,Very Unsatisfied,No,No,Yes,57.9,0.68,Unemployed,Citizen,Tamil,Remote,No,7.7,No,2022-03-03
20,Female,Indian,Master,Widowed,Hospitality,Teacher,1,Self-employed,11106.2,Very Unsatisfied,No,Yes,No,53.9,1.09,Employed,Citizen,Malay,On-site,Yes,11,Yes,2023-06-24
40,Male,Others,Bachelor,Married,Education,Technician,16,Part-time,6563.76,Very Satisfied,No,No,Yes,53,0.81,Retired,Permanent Resident,Malay,On-site,No,7.6,No,2023-12-14
36,Female,Others,High School,Single,Information Technology,Laborer,9,Self-employed,6910.08,Neutral,Yes,No,Yes,48.7,1.48,Unemployed,Permanent Resident,Others,Hybrid,Yes,17.4,Yes,2022-03-17
55,Male,Chinese,Master,Married,Information Technology,Doctor,3,Part-time,8960.11,Neutral,No,Yes,No,58.4,0.6,Employed,Permanent Resident,Tamil,On-site,No,12.1,No,2023-09-24
24,Male,Indian,Master,Single,Education,Teacher,16,Full-time,13686.62,Unsatisfied,No,No,Yes,57,1.78,Student,Citizen,Mandarin,On-site,No,18.9,No,2021-09-03
46,Male,Indian,Diploma,Divorced,Construction,Manager,14,Part-time,2977.39,Satisfied,No,Yes,Yes,55.5,0.98,Retired,Permanent Resident,English,Remote,No,7.7,Yes,2021-11-25
49,Female,Chinese,Diploma,Married,Education,Technician,21,Self-employed,13678.35,Very Unsatisfied,Yes,No,No,59.7,1.4,Student,Permanent Resident,English,Hybrid,Yes,12.4,No,2022-09-24
41,Female,Others,Diploma,Widowed,Information Technology,Teacher,16,Self-employed,10992.81,Very Unsatisfied,Yes,No,No,45.2,0.97,Retired,Permanent Resident,Mandarin,Hybrid,Yes,13.2,No,2021-04-15
23,Male,Indian,Diploma,Widowed,Hospitality,Doctor,6,Contract,5357.94,Very Satisfied,No,Yes,Yes,54,1.44,Unemployed,Permanent Resident,English,On-site,No,18.4,No,2023-07-25
61,Male,Indian,Master,Divorced,Education,Manager,3,Part-time,8275.48,Satisfied,Yes,Yes,Yes,36.2,1.77,Unemployed,Citizen,English,Hybrid,No,19.7,No,2022-03-10
53,Male,Indian,High School,Divorced,Hospitality,Laborer,3,Part-time,11680.9,Very Satisfied,Yes,Yes,Yes,45.8,0.51,Student,Permanent Resident,Malay,Remote,Yes,17.9,Yes,2021-09-14
51,Female,Indian,Master,Single,Finance,Laborer,3,Contract,8033.37,Neutral,Yes,No,Yes,48.7,0.86,Employed,Permanent Resident,Malay,Remote,Yes,6.3,No,2022-05-03
63,Male,Indian,Diploma,Single,Finance,Laborer,26,Full-time,8656.92,Unsatisfied,No,No,Yes,39.1,1,Retired,Foreigner,Others,Hybrid,Yes,5.1,Yes,2022-02-25
36,Female,Malay,Bachelor,Widowed,Healthcare,Technician,22,Part-time,2427.64,Very Unsatisfied,No,Yes,No,42.4,0.84,Student,Citizen,Mandarin,On-site,Yes,11.4,Yes,2022-02-27
56,Male,Indian,PhD,Widowed,Healthcare,Teacher,5,Full-time,9087.74,Unsatisfied,Yes,No,No,36.2,1.07,Student,Permanent Resident,Malay,Hybrid,No,12.6,No,2021-03-12
21,Female,Malay,PhD,Single,Construction,Engineer,27,Contract,2737.97,Neutral,No,No,Yes,58.4,1.2,Student,Foreigner,Malay,Hybrid,Yes,9.5,Yes,2021-05-15
49,Female,Others,Master,Divorced,Education,Manager,15,Part-time,3656.86,Satisfied,Yes,Yes,Yes,39.3,0.86,Employed,Permanent Resident,Mandarin,On-site,No,11.9,Yes,2022-11-21
52,Female,Chinese,Bachelor,Widowed,Healthcare,Doctor,2,Self-employed,6628.11,Very Satisfied,Yes,No,Yes,44.3,0.65,Retired,Citizen,Mandarin,On-site,No,15.3,Yes,2023-07-08
51,Female,Chinese,Master,Single,Education,Laborer,2,Full-time,11729.45,Satisfied,No,Yes,No,41.6,0.91,Employed,Foreigner,Others,On-site,Yes,8.7,No,2023-08-28
27,Male,Chinese,Bachelor,Single,Hospitality,Laborer,26,Part-time,7175,Satisfied,Yes,Yes,No,54.9,1.3,Retired,Permanent Resident,Malay,On-site,Yes,18.3,Yes,2021-03-02
45,Female,Indian,Diploma,Divorced,Finance,Clerk,14,Full-time,8341.62,Neutral,Yes,Yes,No,49.3,1.94,Unemployed,Permanent Resident,Mandarin,Hybrid,No,12.9,Yes,2022-01-04
37,Female,Indian,Diploma,Single,Education,Engineer,27,Contract,12795.17,Very Unsatisfied,Yes,Yes,Yes,42.7,1.12,Student,Citizen,Others,Hybrid,Yes,13.6,No,2021-11-08
30,Male,Others,PhD,Married,Healthcare,Teacher,5,Full-time,8084.15,Very Satisfied,No,No,No,40.8,0.86,Student,Citizen,Tamil,Hybrid,No,17.1,Yes,2021-06-20
22,Female,Malay,Master,Divorced,Information Technology,Laborer,20,Part-time,13038.81,Satisfied,Yes,Yes,No,38.4,0.6,Retired,Citizen,Others,Hybrid,Yes,7.3,Yes,2023-09-09
62,Female,Indian,High School,Divorced,Construction,Laborer,14,Full-time,14665.88,Neutral,No,No,No,57.6,0.9,Student,Foreigner,English,Hybrid,Yes,11.1,Yes,2021-05-11
47,Male,Chinese,Bachelor,Married,Information Technology,Technician,16,Contract,9650.05,Very Unsatisfied,Yes,No,No,41.9,1.36,Student,Permanent Resident,Malay,Hybrid,No,12.2,No,2021-04-10
59,Male,Indian,PhD,Widowed,Hospitality,Technician,20,Part-time,9078.99,Satisfied,No,No,No,42.3,0.59,Student,Foreigner,Malay,Remote,Yes,8.4,Yes,2022-11-12
64,Male,Malay,Bachelor,Widowed,Education,Clerk,12,Self-employed,11143.72,Neutral,No,No,Yes,58.5,1.2,Student,Foreigner,Tamil,Remote,Yes,15.4,Yes,2021-04-26
25,Male,Malay,Bachelor,Married,Education,Technician,10,Full-time,13920.88,Very Unsatisfied,Yes,No,Yes,39.6,1.5,Retired,Permanent Resident,Others,Remote,Yes,13.3,Yes,2023-12-28
53,Male,Chinese,Bachelor,Divorced,Hospitality,Laborer,7,Full-time,7513.5,Satisfied,Yes,No,No,54.2,0.57,Unemployed,Foreigner,Others,Hybrid,Yes,9.4,Yes,2022-11-26
54,Male,Others,Bachelor,Married,Finance,Clerk,20,Contract,10020.2,Neutral,Yes,Yes,Yes,56.9,1.82,Unemployed,Citizen,Others,Hybrid,Yes,10.4,No,2021-07-16
42,Female,Chinese,Master,Single,Healthcare,Manager,6,Self-employed,10800.8,Very Satisfied,Yes,No,No,51.5,1.07,Employed,Citizen,Others,Hybrid,No,7.1,Yes,2023-05-11
56,Male,Chinese,PhD,Single,Education,Teacher,6,Self-employed,5899.07,Satisfied,Yes,Yes,No,35.8,0.51,Employed,Foreigner,Mandarin,Hybrid,No,12.6,Yes,2022-12-10
61,Female,Others,Diploma,Widowed,Education,Clerk,14,Full-time,13276.83,Neutral,Yes,No,No,56.3,1.19,Retired,Citizen,Others,Hybrid,No,12.6,Yes,2021-12-24
59,Male,Others,Bachelor,Widowed,Construction,Technician,7,Self-employed,7361,Very Unsatisfied,No,No,Yes,44.6,0.69,Student,Citizen,Mandarin,On-site,No,10.1,Yes,2021-04-27
20,Female,Indian,Bachelor,Married,Education,Doctor,8,Contract,12634.47,Very Unsatisfied,No,Yes,No,52.3,1.46,Unemployed,Citizen,Malay,On-site,No,19.9,No,2022-09-16
34,Male,Indian,Diploma,Divorced,Construction,Manager,14,Contract,6783.76,Very Unsatisfied,Yes,No,No,51.7,1.04,Unemployed,Citizen,Malay,On-site,No,12.6,No,2023-02-16
38,Male,Chinese,Master,Widowed,Finance,Teacher,7,Full-time,14609.09,Unsatisfied,No,Yes,No,41.6,1.36,Student,Foreigner,Tamil,Hybrid,No,20,Yes,2022-03-10
54,Male,Malay,High School,Divorced,Information Technology,Teacher,18,Part-time,9908.1,Satisfied,No,Yes,Yes,42,1.64,Student,Foreigner,English,On-site,No,13.4,No,2022-05-04
