Year,Month,Region,Category,Product,Units Sold,Unit Price,Cost of Goods Sold,Marketing Spend,Customer Ratings
2018,7,Philippines,Entertainment,Streaming Device,1346.0,1445.98,207.0,20424.9,1.5
2019,5,Malaysia,Computers,Monitor,307.0,1020.56,473.18,47207.26,4.5
2021,11,Thailand,Entertainment,Streaming Device,162.0,587.35,291.01,46953.66,2.0
2021,3,Philippines,Electronics,Tablet,297.0,1888.63,368.94,39422.72,1.7
2018,7,Indonesia,Home Appliances,Dryer,869.0,223.32,1288.91,14278.67,3.2
2020,6,Thailand,Computers,Keyboard,898.0,1934.9,1440.95,12833.3,4.3
2021,2,Singapore,Entertainment,Sound System,112.0,529.43,322.82,44956.66,4.2
2022,7,Indonesia,Computers,Printer,1005.0,1014.29,943.09,28623.43,4.9
2020,10,Philippines,Computers,Printer,813.0,940.03,1171.98,40672.15,2.7
2019,8,Malaysia,Home Appliances,Washing Machine,684.0,209.51,923.82,29111.76,3.1
2020,9,Malaysia,Personal Care,Facial Cleanser,1407.0,1605.45,621.31,30151.66,4.7
2019,9,Thailand,Home Appliances,Air Conditioner,1145.0,471.79,507.25,19727.75,3.7
2020,1,Philippines,Electronics,Tablet,,,416.93,49288.97,
2021,3,Thailand,Personal Care,Electric Toothbrush,457.0,901.24,497.48,36211.55,1.4
2022,1,Philippines,Personal Care,Facial Cleanser,384.0,1449.05,20.48,1098.68,4.1
2019,6,Thailand,Home Appliances,Refrigerator,138.0,1868.28,246.93,1106.83,2.3
2019,12,Malaysia,Entertainment,Streaming Device,453.0,1128.66,1336.37,12884.53,2.8
2020,9,Thailand,Entertainment,Streaming Device,1164.0,1682.86,674.29,3077.01,2.7
2022,9,Philippines,Computers,Keyboard,149.0,437.56,915.65,31445.43,5.0
2018,11,Thailand,Electronics,Smartwatch,427.0,800.66,774.87,39184.49,3.3
2019,6,Malaysia,Electronics,Smartphone,1217.0,1159.32,1160.5,35633.92,2.8
2022,3,Singapore,Electronics,Smartwatch,1139.0,632.73,1280.75,17371.33,2.8
2018,4,Thailand,Home Appliances,Air Conditioner,484.0,1134.75,1102.57,40839.75,3.6
2019,12,Philippines,Home Appliances,Air Conditioner,747.0,128.71,45.84,4849.74,1.8
2022,9,Singapore,Home Appliances,Dryer,267.0,1512.08,722.98,42162.55,4.4
2019,12,Indonesia,Entertainment,Sound System,928.0,1500.37,824.16,6670.22,1.5
2021,10,Malaysia,Entertainment,Sound System,208.0,1818.8,1327.09,25456.33,2.2
2022,10,Indonesia,Entertainment,Sound System,274.0,1646.16,226.77,18935.57,3.5
2020,4,Indonesia,Computers,Desktop,561.0,121.17,1186.48,16260.87,2.2
2020,8,Philippines,Entertainment,DVD Player,866.0,470.25,595.1,9250.24,4.5
2018,11,Singapore,Entertainment,Gaming Console,809.0,611.25,991.62,44995.36,3.0
2021,4,Thailand,Computers,Monitor,1416.0,1315.27,1382.21,10546.6,1.3
2018,1,Singapore,Personal Care,Electric Toothbrush,764.0,1483.34,1154.04,9064.13,3.0
2020,3,Malaysia,Computers,Monitor,749.0,991.07,1326.01,46559.13,1.2
2022,7,Thailand,Computers,Printer,1134.0,1989.33,591.67,41131.18,3.5
2021,2,Malaysia,Home Appliances,Refrigerator,915.0,1975.5,1258.69,31548.25,2.3
2019,12,Thailand,Home Appliances,Dryer,399.0,1507.39,858.35,47438.9,3.1
2019,11,Philippines,Personal Care,Facial Cleanser,694.0,95.75,588.04,27253.22,3.1
2022,6,Thailand,Personal Care,Facial Cleanser,375.0,1683.62,154.35,33375.55,4.9
2020,6,Indonesia,Home Appliances,Blender,1279.0,872.18,147.17,15944.26,4.7
2018,1,Singapore,Electronics,Tablet,363.0,1100.59,498.74,32907.8,1.4
2020,9,Thailand,Entertainment,VR Headset,1199.0,1231.6,1009.67,21268.67,2.5
2022,8,Singapore,Home Appliances,Washing Machine,76.0,814.01,940.31,21257.63,4.9
2020,8,Singapore,Electronics,Portable Speaker,409.0,1741.53,1357.56,7020.02,2.3
2018,1,Philippines,Entertainment,Streaming Device,1045.0,1714.57,1464.87,36274.04,1.2
2018,6,Malaysia,Computers,Monitor,1109.0,1250.79,70.2,2944.0,3.8
2021,1,Philippines,Personal Care,Hair Dryer,346.0,305.94,440.57,6723.27,1.1
2021,6,Singapore,Computers,Keyboard,482.0,1492.48,232.53,29410.93,4.2
2021,12,Thailand,Home Appliances,Dryer,915.0,1628.29,476.06,26287.18,3.5
2020,4,Malaysia,Computers,External Hard Drive,559.0,643.88,1292.7,16343.08,5.0
2019,3,Philippines,Electronics,Portable Speaker,581.0,1035.81,249.2,38627.22,2.6
2020,11,Singapore,Computers,Keyboard,200.0,1612.82,192.68,30407.1,4.1
2018,1,Singapore,Computers,Desktop,160.0,824.51,452.33,45452.3,4.2
2021,2,Philippines,Entertainment,VR Headset,831.0,871.9,824.01,49620.27,4.0
2022,12,Philippines,Computers,Printer,859.0,1385.3,723.86,42623.97,1.9
2019,7,Thailand,Personal Care,Hair Straightener,115.0,473.12,1437.71,35490.14,2.8
2020,4,Malaysia,Entertainment,Television,740.0,948.21,1144.35,37216.95,2.7
2019,9,Indonesia,Electronics,E-reader,446.0,863.66,339.92,3733.7,4.3
2022,7,Malaysia,Entertainment,Sound System,644.0,155.77,803.39,2734.52,2.7
2021,6,Indonesia,Electronics,Portable Speaker,1365.0,1859.12,570.06,30801.02,2.3
2021,9,Philippines,Computers,Laptop,52.0,502.45,62.29,1048.63,2.0
2018,9,Singapore,Personal Care,Electric Toothbrush,580.0,1895.47,1201.23,28275.19,2.5
2020,10,Thailand,Computers,External Hard Drive,1180.0,1233.08,267.03,33925.9,2.3
2018,3,Malaysia,Computers,Keyboard,1119.0,339.81,333.15,16551.61,1.4
2019,1,Indonesia,Entertainment,Television,1044.0,1142.51,641.69,34867.07,4.3
2022,8,Malaysia,Computers,Printer,14990.0,1077.99,451.61,9614.59,2.9
2022,12,Philippines,Home Appliances,Blender,1064.0,1356.96,1297.73,19191.77,2.3
2018,2,Malaysia,Computers,Monitor,1396.0,169.18,739.51,21768.0,1.7
2018,6,Philippines,Personal Care,Hair Dryer,310.0,1848.62,728.99,25828.46,1.0
2019,2,Singapore,Home Appliances,Blender,311.0,1110.87,1290.47,23297.46,2.1
2021,3,Indonesia,Personal Care,Hair Straightener,1073.0,1328.88,985.26,27186.27,4.8
2022,1,Philippines,Entertainment,DVD Player,1337.0,1871.01,369.88,33613.45,2.5
2018,12,Singapore,Computers,Laptop,806.0,1643.72,831.89,5688.92,3.4
2022,9,Thailand,Personal Care,Facial Cleanser,804.0,1293.83,215.42,10091.6,1.1
2021,5,Philippines,Home Appliances,Microwave,1277.0,1765.05,776.63,28957.2,4.0
2022,5,Thailand,Entertainment,Streaming Device,200.0,1647.73,683.57,18738.16,4.3
2021,5,Thailand,Entertainment,DVD Player,759.0,363.28,48.01,1379.87,1.3
2021,11,Singapore,Entertainment,Gaming Console,882.0,864.39,973.36,37325.22,3.9
2020,8,Malaysia,Entertainment,Streaming Device,85.0,113.59,868.86,31103.7,4.8
2019,6,Malaysia,Computers,Laptop,557.0,859.29,481.2,1045.31,4.2
2022,3,Malaysia,Personal Care,Hair Straightener,316.0,718.69,1076.33,23973.35,3.2
2021,3,Thailand,Entertainment,DVD Player,202.0,442.67,31.68,41007.52,2.6
2022,11,Thailand,Computers,Printer,933.0,1903.22,448.11,19651.42,3.2
2018,5,Indonesia,Entertainment,Streaming Device,893.0,251.13,768.5,6690.31,2.5
2019,12,Philippines,Personal Care,Massager,402.0,254.47,687.2,8179.55,5.0
2019,10,Indonesia,Home Appliances,Air Conditioner,1321.0,1396.59,1317.1,15226.44,3.9
2018,11,Indonesia,Home Appliances,Refrigerator,1069.0,1181.23,764.82,34345.63,2.3
2018,8,Philippines,Entertainment,Sound System,79.0,449.61,144.85,15071.47,2.2
2022,12,Malaysia,Entertainment,VR Headset,478.0,636.09,369.22,42500.89,1.9
2020,6,Thailand,Entertainment,VR Headset,1365.0,1981.5,143.21,10366.21,3.6
2022,11,Thailand,Computers,External Hard Drive,912.0,165.51,416.6,40297.41,2.6
2022,2,Thailand,Computers,Monitor,1447.0,86.66,304.28,8256.35,4.7
2021,4,Malaysia,Entertainment,Gaming Console,647.0,1820.05,1010.58,47909.47,2.2
2022,4,Singapore,Home Appliances,Air Conditioner,177.0,168.44,255.16,4340.81,3.2
2019,10,Singapore,Home Appliances,Washing Machine,445.0,158.14,1140.77,18853.98,1.7
2020,5,Malaysia,Entertainment,Television,776.0,1515.91,1191.31,20321.98,1.2
2018,2,Philippines,Home Appliances,Air Conditioner,158.0,307.53,1283.79,13145.45,1.9
2019,2,Indonesia,Electronics,Smartwatch,97.0,1843.0,697.51,30213.6,2.6
2018,5,Indonesia,Entertainment,Gaming Console,62.0,999.87,959.43,9455.35,2.1
2021,9,Singapore,Home Appliances,Washing Machine,1083.0,873.37,1270.55,41208.85,1.3
2022,4,Malaysia,Home Appliances,Air Conditioner,1359.0,1033.38,330.43,22489.9,4.1
2021,4,Thailand,Entertainment,Gaming Console,479.0,330.23,34.9,29740.32,3.0
2018,5,Thailand,Personal Care,Facial Cleanser,170.0,295.56,625.66,23482.86,2.7
2022,9,Thailand,Electronics,Camera,385.0,632.41,63.94,48530.47,1.6
2022,2,Singapore,Electronics,Smartwatch,504.0,1059.2,1102.07,10037.32,4.4
2021,2,Malaysia,Home Appliances,Dryer,1204.0,1899.24,1356.07,6149.35,3.8
2018,3,Indonesia,Computers,External Hard Drive,1174.0,357.93,201.26,22193.47,1.8
2020,4,Malaysia,Entertainment,Streaming Device,681.0,533.31,1283.26,36189.11,1.8
2021,10,Thailand,Computers,External Hard Drive,599.0,1336.88,85.0,9534.33,1.5
2019,6,Indonesia,Home Appliances,Blender,1232.0,513.78,963.04,5297.33,2.3
2019,9,Malaysia,Computers,External Hard Drive,213.0,1592.11,250.46,40625.0,3.3
2019,4,Thailand,Computers,Desktop,1287.0,850.49,278.79,4080.13,3.6
2018,5,Malaysia,Computers,Laptop,788.0,1396.65,1223.67,47270.04,4.1
2019,7,Malaysia,Entertainment,Sound System,583.0,1083.37,1227.62,14074.66,4.9
2019,1,Philippines,Personal Care,Electric Toothbrush,,,219.08,12959.57,
2022,10,Philippines,Home Appliances,Refrigerator,55.0,1822.35,881.84,15990.02,2.0
2022,4,Malaysia,Entertainment,VR Headset,539.0,818.18,706.33,19696.96,4.2
2022,10,Malaysia,Home Appliances,Washing Machine,,,1314.09,17184.32,
2018,11,Thailand,Personal Care,Massager,1462.0,1713.36,1397.71,40256.59,2.1
2019,2,Thailand,Electronics,Smartwatch,688.0,293.15,1063.25,22242.56,2.7
2021,10,Malaysia,Home Appliances,Refrigerator,161.0,1726.76,960.07,35377.74,2.6
2019,6,Singapore,Entertainment,VR Headset,596.0,915.33,138.87,35446.74,3.0
2022,9,Thailand,Electronics,E-reader,407.0,1826.72,871.64,48296.24,4.3
2019,10,Indonesia,Computers,Keyboard,1082.0,1856.76,216.58,31710.14,1.9
2022,1,Malaysia,Personal Care,Shaver,1097.0,1560.54,125.61,16721.18,1.1
2019,11,Philippines,Computers,Printer,369.0,202.19,366.5,38264.94,1.6
2018,1,Indonesia,Electronics,Smartphone,1263.0,1081.48,1460.0,26261.36,3.5
2020,3,Thailand,Electronics,Portable Speaker,,,408.5,20243.02,
2020,10,Singapore,Personal Care,Hair Straightener,732.0,840.27,1328.52,39151.93,5.0
2019,12,Philippines,Electronics,Portable Speaker,961.0,361.88,957.36,37409.83,2.1
2021,7,Thailand,Personal Care,Electric Toothbrush,540.0,1230.8,1443.31,20641.64,2.1
2019,2,Malaysia,Home Appliances,Microwave,648.0,129.04,770.42,4324.39,1.4
2019,5,Malaysia,Personal Care,Hair Straightener,932.0,130.68,55.41,48741.86,3.8
2020,10,Malaysia,Computers,Laptop,322.0,1130.68,1489.92,18585.58,2.7
2019,7,Thailand,Computers,Printer,1217.0,1800.37,235.72,11565.38,2.5
2019,12,Singapore,Electronics,Portable Speaker,1494.0,738.15,1096.67,16152.98,2.6
2022,10,Malaysia,Entertainment,Gaming Console,1145.0,1016.1,1234.9,17239.29,4.9
2019,4,Indonesia,Electronics,E-reader,818.0,1768.13,1274.95,18838.91,1.6
2022,8,Malaysia,Computers,Keyboard,501.0,363.61,1480.48,11672.02,1.4
2018,10,Indonesia,Personal Care,Electric Toothbrush,1286.0,347.79,1465.65,31722.28,4.4
2021,8,Thailand,Computers,Desktop,195.0,1815.74,377.52,9915.92,3.1
2019,5,Singapore,Electronics,Portable Speaker,1160.0,1374.22,122.33,11875.23,1.3
2022,9,Malaysia,Home Appliances,Air Conditioner,1042.0,1393.95,545.78,31385.98,2.9
2022,5,Philippines,Computers,External Hard Drive,1299.0,290.97,1127.59,44458.47,3.0
2019,10,Indonesia,Computers,Laptop,806.0,1151.15,143.22,48536.03,2.5
2020,3,Philippines,Entertainment,Streaming Device,1334.0,1350.53,1432.1,3784.17,3.1
2020,7,Singapore,Entertainment,VR Headset,379.0,1325.49,1451.77,49545.33,1.3
2019,4,Malaysia,Entertainment,Television,492.0,989.6,1386.86,37936.66,2.7
2019,4,Philippines,Personal Care,Massager,868.0,1352.01,1330.51,13375.01,2.9
2020,1,Singapore,Electronics,E-reader,1449.0,1524.95,1011.35,31374.94,3.7
2019,2,Thailand,Entertainment,Gaming Console,501.0,1920.52,1139.72,26286.06,5.0
2019,6,Indonesia,Entertainment,Television,884.0,1837.96,1354.87,10349.68,2.0
2020,12,Thailand,Home Appliances,Blender,431.0,531.65,408.07,4869.94,3.2
2022,12,Indonesia,Home Appliances,Blender,762.0,735.11,1454.34,6232.02,3.3
2018,12,Indonesia,Personal Care,Hair Dryer,,,846.27,33050.73,
2019,6,Thailand,Computers,Monitor,260.0,1391.58,524.68,25909.78,2.6
2020,11,Singapore,Personal Care,Hair Straightener,724.0,1839.23,1303.73,42623.65,2.9
2019,3,Thailand,Home Appliances,Blender,1409.0,73.45,1463.25,1301.67,1.1
2019,3,Singapore,Personal Care,Hair Straightener,433.0,775.81,445.27,17593.72,1.3
2022,8,Indonesia,Electronics,Portable Speaker,1131.0,19999.4,825.12,11599.01,2.8
2018,1,Singapore,Entertainment,VR Headset,1185.0,1151.31,818.53,4160.17,2.5
2019,1,Malaysia,Home Appliances,Refrigerator,516.0,1912.07,741.61,26415.18,1.0
2018,1,Thailand,Electronics,Camera,516.0,159.34,914.14,24304.46,1.9
2020,7,Malaysia,Home Appliances,Air Conditioner,991.0,164.55,1125.09,44885.86,3.0
2020,2,Malaysia,Personal Care,Hair Dryer,286.0,989.63,1332.45,21110.94,3.1
2021,1,Indonesia,Personal Care,Hair Dryer,1357.0,1686.74,204.12,4030.06,4.8
2022,11,Thailand,Personal Care,Hair Straightener,1466.0,1161.92,1161.76,21389.07,1.9
2020,10,Singapore,Personal Care,Hair Straightener,1358.0,229.15,1196.33,10483.59,4.4
2019,10,Indonesia,Entertainment,Gaming Console,298.0,1599.01,595.22,33131.08,2.4
2019,9,Indonesia,Personal Care,Shaver,1344.0,970.45,630.8,4775.2,3.1
2020,10,Singapore,Entertainment,Gaming Console,265.0,322.37,347.21,36024.15,2.3
2021,11,Malaysia,Computers,Keyboard,482.0,1128.0,1469.53,34518.91,2.4
2022,3,Malaysia,Entertainment,VR Headset,633.0,1125.58,749.63,6703.56,2.1
2021,7,Singapore,Personal Care,Massager,1286.0,463.86,1449.64,38759.01,1.6
2018,11,Singapore,Electronics,E-reader,1373.0,1914.47,38.53,23761.57,3.2
2022,6,Singapore,Computers,Laptop,326.0,1217.28,1231.47,8518.95,3.9
2022,3,Indonesia,Entertainment,Sound System,1322.0,930.47,1116.92,7214.76,1.4
2019,7,Philippines,Personal Care,Hair Dryer,982.0,544.05,1091.87,42606.84,2.1
2022,9,Singapore,Computers,Keyboard,496.0,851.93,154.79,32696.01,2.2
2022,1,Singapore,Entertainment,VR Headset,66.0,1507.67,873.6,39251.56,4.5
2019,4,Indonesia,Home Appliances,Refrigerator,1218.0,1947.84,676.79,1902.4,4.1
2022,12,Malaysia,Personal Care,Massager,433.0,1638.31,1342.5,2306.95,2.3
2021,3,Philippines,Personal Care,Shaver,875.0,1477.91,672.88,37323.78,2.8
2022,10,Thailand,Computers,Printer,1244.0,1145.7,383.73,2357.88,2.9
2020,8,Singapore,Entertainment,DVD Player,545.0,1189.9,1015.87,15131.55,2.6
2022,11,Singapore,Computers,External Hard Drive,417.0,1012.61,1416.73,27582.62,2.4
2022,8,Indonesia,Home Appliances,Refrigerator,636.0,627.45,1372.25,44198.65,2.4
2018,1,Malaysia,Entertainment,Television,185.0,59.17,617.54,3409.3,2.4
2018,8,Malaysia,Personal Care,Shaver,789.0,339.86,839.95,19632.74,4.7
2021,2,Singapore,Personal Care,Electric Toothbrush,432.0,1049.42,1459.74,37890.3,2.4
2018,10,Indonesia,Personal Care,Facial Cleanser,996.0,122.85,707.68,14240.42,3.9
2021,1,Thailand,Electronics,E-reader,498.0,155.38,571.88,8857.31,3.6
2018,10,Philippines,Personal Care,Shaver,1035.0,1902.35,988.07,32705.87,2.0
2018,4,Thailand,Personal Care,Massager,637.0,308.52,355.52,24212.01,3.7
2019,4,Thailand,Home Appliances,Washing Machine,681.0,156.76,812.99,10279.34,2.8
2021,10,Malaysia,Computers,Monitor,233.0,1560.18,777.91,27165.39,1.7
2022,8,Thailand,Entertainment,Gaming Console,1212.0,950.12,1144.48,21745.74,3.3
2018,6,Indonesia,Electronics,Tablet,900.0,1891.37,438.64,33477.46,4.1
2021,2,Malaysia,Entertainment,Gaming Console,440.0,320.67,983.86,21643.75,4.3
2022,2,Indonesia,Home Appliances,Blender,1256.0,1881.06,1012.38,38901.98,1.5
2018,12,Thailand,Home Appliances,Dryer,161.0,408.8,78.07,46710.35,1.9
2020,7,Indonesia,Computers,Desktop,1176.0,1776.53,166.35,36365.54,3.5
2022,3,Indonesia,Electronics,Smartwatch,238.0,599.76,940.24,44164.29,3.4
2018,11,Thailand,Personal Care,Hair Straightener,1375.0,627.16,674.17,37891.3,2.1
2018,6,Philippines,Computers,Desktop,393.0,1575.65,1185.57,6710.3,5.0
2022,3,Philippines,Entertainment,DVD Player,395.0,1072.65,78.05,27952.83,3.3
2021,12,Malaysia,Personal Care,Hair Dryer,984.0,1582.29,474.27,14561.42,3.2
2019,12,Philippines,Entertainment,Sound System,129.0,1180.0,114.3,10291.84,4.4
2018,6,Thailand,Personal Care,Hair Straightener,1367.0,841.9,409.09,49616.73,3.6
2021,11,Malaysia,Computers,Laptop,1127.0,241.21,581.92,48451.29,2.3
2020,5,Indonesia,Personal Care,Facial Cleanser,1240.0,1930.55,324.64,44520.88,4.7
2022,5,Malaysia,Computers,Desktop,1135.0,467.4,545.37,24582.42,3.1
2021,1,Thailand,Computers,Keyboard,1343.0,1798.09,689.82,29459.92,3.9
2021,5,Indonesia,Entertainment,Television,1407.0,340.83,1348.88,43604.76,2.9
2021,1,Malaysia,Personal Care,Hair Dryer,60.0,19999.4,840.59,26205.89,1.5
2019,4,Malaysia,Entertainment,Streaming Device,772.0,249.28,1100.1,32592.28,1.4
2019,7,Malaysia,Entertainment,Television,448.0,73.03,539.59,18658.86,3.3
2020,5,Philippines,Computers,Laptop,748.0,1861.11,300.33,16001.31,1.2
2018,6,Thailand,Entertainment,Television,480.0,104.77,1158.79,13035.29,4.0
2019,4,Philippines,Entertainment,VR Headset,313.0,1363.9,379.27,43234.12,4.2
2019,1,Indonesia,Electronics,Smartwatch,1389.0,955.54,1045.89,48980.37,1.7
2019,12,Singapore,Computers,Laptop,386.0,489.01,830.53,9548.23,4.8
2019,3,Malaysia,Electronics,E-reader,564.0,1729.17,247.21,47195.78,1.3
2020,12,Philippines,Entertainment,Sound System,1304.0,1727.87,998.17,19025.85,2.1
2021,1,Thailand,Electronics,Tablet,470.0,1486.8,1180.8,32886.96,3.6
2022,7,Thailand,Home Appliances,Washing Machine,203.0,719.98,555.11,8830.91,3.6
2022,3,Thailand,Home Appliances,Blender,1274.0,1538.58,1264.05,8567.85,1.4
2021,12,Indonesia,Computers,Printer,1296.0,1588.45,408.71,35649.43,3.5
2018,3,Malaysia,Home Appliances,Air Conditioner,1210.0,1442.57,999.64,24329.23,3.8
2020,2,Malaysia,Home Appliances,Air Conditioner,1227.0,1626.21,971.3,41857.17,1.6
2020,1,Philippines,Computers,Monitor,277.0,19999.4,849.21,4696.69,3.8
2019,12,Indonesia,Electronics,E-reader,252.0,1417.53,239.1,10698.66,2.6
2021,3,Singapore,Electronics,E-reader,979.0,401.72,1118.66,1314.88,3.6
2019,6,Indonesia,Entertainment,Sound System,379.0,1533.6,1403.05,26855.78,3.4
2022,4,Thailand,Entertainment,Sound System,1092.0,529.39,1386.46,46765.52,2.2
2022,2,Thailand,Electronics,E-reader,549.0,475.09,148.48,29470.27,4.3
2021,9,Indonesia,Home Appliances,Blender,826.0,1030.93,721.57,47064.47,3.3
2022,11,Malaysia,Entertainment,Television,79.0,716.05,600.4,49966.4,4.7
2020,12,Philippines,Personal Care,Massager,99.0,472.16,632.3,26482.19,4.8
2019,4,Philippines,Computers,Printer,1157.0,58.07,1016.35,4711.26,1.8
2020,4,Indonesia,Electronics,Camera,641.0,364.97,1004.8,5143.72,2.8
2021,9,Philippines,Home Appliances,Air Conditioner,1110.0,1242.55,1354.4,27031.42,3.1
2021,3,Singapore,Home Appliances,Blender,97.0,240.42,108.51,18282.3,2.8
2022,4,Philippines,Entertainment,VR Headset,814.0,1486.42,849.75,20118.03,2.3
2018,7,Thailand,Personal Care,Hair Dryer,1328.0,1316.24,60.7,42182.12,1.3
2018,3,Philippines,Computers,Laptop,608.0,1251.13,504.6,40956.93,4.7
2021,4,Indonesia,Entertainment,Streaming Device,285.0,405.02,511.31,4330.25,1.6
2020,11,Singapore,Entertainment,Streaming Device,1106.0,1182.08,1358.86,40467.44,4.9
2019,4,Indonesia,Personal Care,Hair Straightener,1049.0,1276.9,642.37,43642.12,2.8
2018,5,Indonesia,Entertainment,Gaming Console,682.0,1773.66,705.83,44959.79,2.0
2018,7,Malaysia,Computers,Keyboard,199.0,739.91,379.69,46715.73,2.9
2020,1,Thailand,Computers,Laptop,908.0,1191.55,453.07,11128.59,4.6
2021,12,Philippines,Personal Care,Facial Cleanser,190.0,1002.04,923.43,14367.7,4.7
2022,2,Thailand,Electronics,Smartphone,1479.0,603.24,277.37,43819.35,4.6
2020,3,Indonesia,Entertainment,Sound System,1333.0,1582.52,1060.28,39660.34,1.6
2021,11,Malaysia,Electronics,Camera,1473.0,1760.12,1444.42,2269.05,4.4
2019,9,Malaysia,Entertainment,Gaming Console,,,1263.2,46056.36,
2021,1,Singapore,Computers,Keyboard,1047.0,238.45,896.23,17071.58,1.9
2022,5,Singapore,Computers,External Hard Drive,955.0,1606.17,1409.94,43480.18,3.5
2021,3,Malaysia,Computers,Laptop,289.0,1637.02,1432.87,7699.28,3.9
2021,2,Indonesia,Entertainment,VR Headset,591.0,1267.48,1079.11,31595.89,3.4
2020,11,Malaysia,Electronics,E-reader,360.0,1818.03,1179.55,4746.78,4.9
2022,4,Malaysia,Computers,Printer,506.0,55.86,585.75,47247.13,1.8
2022,6,Thailand,Electronics,E-reader,388.0,251.41,1212.91,23139.77,1.0
2018,10,Philippines,Personal Care,Shaver,586.0,999.36,1473.07,21052.54,4.6
2018,5,Thailand,Personal Care,Hair Straightener,435.0,1749.14,32.04,47380.43,3.0
2019,8,Malaysia,Computers,Printer,1015.0,1112.7,1106.76,48267.14,1.8
2019,3,Indonesia,Home Appliances,Dryer,653.0,531.58,760.75,13992.14,4.1
2022,9,Thailand,Personal Care,Hair Straightener,1447.0,112.63,388.29,29880.18,2.1
2021,5,Indonesia,Home Appliances,Blender,617.0,641.67,661.14,20099.76,1.3
2018,12,Indonesia,Home Appliances,Air Conditioner,119.0,1604.62,1088.93,39084.73,1.0
2019,3,Indonesia,Computers,Desktop,390.0,796.47,1465.22,6395.97,4.7
2022,2,Malaysia,Computers,Monitor,1389.0,700.63,59.93,5782.13,5.0
2021,9,Thailand,Entertainment,Gaming Console,169.0,1908.07,301.85,23914.12,2.8
2020,3,Malaysia,Electronics,Tablet,1369.0,1070.23,666.85,15516.65,4.4
2021,9,Philippines,Electronics,Tablet,134.0,824.83,300.8,37398.67,2.3
2018,10,Malaysia,Electronics,Portable Speaker,1103.0,773.6,141.16,6264.03,4.9
2021,10,Malaysia,Personal Care,Hair Straightener,,,1053.32,16583.34,
2018,7,Singapore,Entertainment,VR Headset,,,230.61,40853.28,
2020,5,Philippines,Computers,Keyboard,1145.0,365.04,81.46,30793.0,2.9
2021,5,Philippines,Computers,Printer,316.0,1687.63,409.65,32417.65,2.0
2020,2,Philippines,Home Appliances,Air Conditioner,291.0,485.11,89.68,25615.65,3.9
2018,5,Thailand,Entertainment,Gaming Console,434.0,858.31,1027.52,34586.8,3.4
2018,1,Indonesia,Computers,Monitor,817.0,65.07,1283.09,11135.8,3.7
2018,7,Singapore,Computers,Laptop,407.0,420.55,780.0,42676.56,5.0
2022,5,Indonesia,Personal Care,Shaver,888.0,1038.89,1276.94,33494.29,2.4
2018,2,Malaysia,Electronics,Smartphone,770.0,1164.83,684.79,20451.26,1.8
2019,12,Indonesia,Computers,Laptop,648.0,344.31,458.29,48329.43,2.5
2021,5,Indonesia,Home Appliances,Dryer,1089.0,1113.45,1308.5,4447.66,3.4
2022,7,Indonesia,Personal Care,Massager,978.0,1319.8,1436.25,44570.0,3.2
2020,5,Singapore,Entertainment,Sound System,397.0,1154.25,1401.87,34874.59,4.2
2020,3,Philippines,Electronics,Portable Speaker,953.0,768.06,1187.51,12805.03,4.8
2019,8,Singapore,Electronics,Camera,1017.0,1407.5,1439.25,14428.48,4.1
2021,3,Thailand,Electronics,E-reader,1318.0,1343.09,133.72,14020.19,1.5
2019,9,Indonesia,Personal Care,Facial Cleanser,559.0,937.84,661.3,16053.52,3.9
2021,3,Philippines,Entertainment,DVD Player,,,318.32,21238.75,
2020,2,Philippines,Entertainment,DVD Player,,,1463.3,42919.86,
2019,12,Indonesia,Entertainment,Television,14990.0,,548.01,23859.58,
2020,2,Singapore,Home Appliances,Refrigerator,1213.0,1259.2,427.06,43652.67,2.0
2021,1,Indonesia,Entertainment,Streaming Device,1145.0,50.76,794.75,20240.08,1.7
2019,4,Malaysia,Electronics,Smartwatch,,,749.56,3800.5,
2019,12,Thailand,Electronics,Smartwatch,192.0,1504.67,939.72,20215.66,1.1
2022,11,Singapore,Home Appliances,Washing Machine,419.0,463.95,172.59,31158.18,2.9
2022,2,Philippines,Computers,External Hard Drive,171.0,1763.67,204.58,5335.53,3.6
2021,6,Thailand,Home Appliances,Microwave,406.0,740.83,790.67,19832.61,1.4
2021,11,Singapore,Personal Care,Facial Cleanser,1186.0,871.77,908.89,27742.71,3.0
2019,1,Malaysia,Entertainment,DVD Player,485.0,744.65,680.48,37254.67,2.6
2022,9,Thailand,Entertainment,Streaming Device,591.0,1735.86,29.74,32760.45,2.5
2021,8,Malaysia,Home Appliances,Microwave,1044.0,1794.36,412.43,4077.85,3.9
2019,11,Philippines,Electronics,Tablet,365.0,907.18,32.23,49605.6,2.6
2021,9,Thailand,Entertainment,VR Headset,,19999.4,987.3,9091.25,
2018,2,Thailand,Entertainment,Streaming Device,1269.0,271.49,759.02,47350.37,2.1
2022,7,Indonesia,Computers,Printer,529.0,1937.2,480.6,43618.26,1.3
2021,12,Philippines,Personal Care,Facial Cleanser,619.0,1069.74,1240.23,31314.2,2.0
2020,1,Philippines,Entertainment,VR Headset,1010.0,1233.13,1418.8,39385.42,4.4
2019,9,Indonesia,Computers,Printer,1098.0,570.68,1215.93,31818.04,3.5
2019,7,Singapore,Home Appliances,Dryer,953.0,1156.8,979.68,46131.14,1.6
